Fecha;Hora;SO2;NO2;NO;O3;dd;vv;HR;LL;PRB;TMP
16/09/2015;14:00:00;2;9;2;66;223;4.5;55.4;0;927;20.2
16/09/2015;15:00:00;2;5;2;68;232;4.7;55.1;0;927;20.9
16/09/2015;16:00:00;2;6;2;63;248;3.3;66.2;0.37;927;20
16/09/2015;17:00:00;2;13;2;47;246;2.5;94.1;1.85;927;17.5
16/09/2015;18:00:00;2;16;3;53;224;2.4;86.9;0.37;927;18.1
16/09/2015;19:00:00;2;15;3;69;210;3.3;72.6;0;927;18.4
16/09/2015;20:00:00;2;16;2;57;226;2.5;89.4;1.48;927;16.8
16/09/2015;21:00:00;2;21;2;48;255;1.6;100;7.04;927;15.3
16/09/2015;22:00:00;2;21;2;55;227;2;100;2.97;928;14.6
16/09/2015;23:00:00;2;13;2;69;229;2.5;99.9;0.74;928;14.3
16/09/2015;0:00:00;2;12;2;62;224;2.1;100;0;929;14.3
17/09/2015;1:00:00;2;8;2;62;229;2.3;98.8;0;929;14.4
17/09/2015;2:00:00;2;8;2;60;238;2;90.9;0;930;14.3
17/09/2015;3:00:00;2;8;2;61;242;1.8;82.4;0;930;13.7
17/09/2015;4:00:00;2;4;2;70;250;1.7;71.9;0;931;12.1
17/09/2015;5:00:00;2;4;2;69;255;1.1;71.3;0;932;10.9
17/09/2015;6:00:00;2;7;2;63;240;0.6;70.4;0;933;10.3
17/09/2015;7:00:00;2;11;2;58;226;0.5;70.2;0;933;9.8
17/09/2015;8:00:00;2;22;2;45;254;0.6;71.6;0;934;9.2
17/09/2015;9:00:00;2;54;23;13;355;0.3;70;0;935;10.2
17/09/2015;10:00:00;2;25;7;50;225;0.6;59.1;0;936;12.1
17/09/2015;11:00:00;2;34;16;42;224;0.9;56;0;936;13.1
17/09/2015;12:00:00;2;27;11;55;167;1.3;49.2;0.37;937;14.4
17/09/2015;13:00:00;2;19;6;66;207;1;42.4;0;937;16.1
17/09/2015;14:00:00;2;20;7;69;248;1.4;38.8;0;937;17.6
17/09/2015;15:00:00;2;24;6;67;240;1.5;39;0;937;17.7
17/09/2015;16:00:00;2;14;3;86;312;1.3;34.2;0;937;18.9
17/09/2015;17:00:00;2;15;2;86;223;0.7;33.8;0;937;18.8
17/09/2015;18:00:00;2;12;2;91;158;0.8;31.2;0;937;19.6
17/09/2015;19:00:00;2;9;2;94;319;0.9;30.5;0;937;19.5
17/09/2015;20:00:00;2;12;2;85;180;1;31.3;0;937;18.7
17/09/2015;21:00:00;2;20;2;68;354;0.5;37.9;0;937;17
17/09/2015;22:00:00;2;23;2;55;7;0.4;44.2;0;938;15.2
17/09/2015;23:00:00;2;25;2;56;66;0.3;46.3;0;939;14.4
17/09/2015;0:00:00;2;25;2;45;45;0.2;54.1;0;940;13
18/09/2015;1:00:00;2;21;2;38;51;0.1;61.3;0;940;11.8
18/09/2015;2:00:00;2;17;2;38;26;0.2;66.1;0;941;10.9
18/09/2015;3:00:00;2;11;2;40;65;0.6;70.3;0;941;10
18/09/2015;4:00:00;2;15;2;29;49;0.4;76.8;0;941;8.9
18/09/2015;5:00:00;2;9;2;34;52;0.6;79.8;0;941;8.1
18/09/2015;6:00:00;2;11;2;30;45;0.5;82;0;941;7.6
18/09/2015;7:00:00;2;18;2;21;43;0.4;83.6;0;941;7.2
18/09/2015;8:00:00;2;26;4;12;46;0.4;85.7;0;942;6.7
18/09/2015;9:00:00;2;34;16;11;44;0.6;80.8;0;942;7.8
18/09/2015;10:00:00;2;23;14;24;64;0.8;70.9;0;943;10.7
18/09/2015;11:00:00;2;13;5;46;43;0.8;60.5;0;943;13.8
18/09/2015;12:00:00;2;10;3;66;50;1;47.5;0;943;17.3
18/09/2015;13:00:00;2;9;2;85;48;0.8;32.7;0;943;19.9
18/09/2015;14:00:00;2;7;2;94;41;0.8;25.2;0;943;21.3
18/09/2015;15:00:00;2;6;2;99;142;0.9;23.6;0;942;22.5
18/09/2015;16:00:00;2;6;2;103;46;1.4;22.4;0;942;23.1
18/09/2015;17:00:00;2;7;2;108;263;1.4;20.9;0;942;23.4
18/09/2015;18:00:00;2;9;2;106;338;1.1;19.8;0;941;23.6
18/09/2015;19:00:00;2;7;2;109;93;0.7;19.2;0;941;23.4
18/09/2015;20:00:00;2;10;2;103;337;0.5;19.5;0;941;23
18/09/2015;21:00:00;2;44;2;57;179;0.2;26.6;0;941;19.6
18/09/2015;22:00:00;2;81;16;10;352;0.1;35.3;0;942;17.3
18/09/2015;23:00:00;2;75;13;6;44;0.1;42;0;943;15.5
18/09/2015;0:00:00;2;49;6;21;60;0.3;48;0;943;14
19/09/2015;1:00:00;2;18;2;42;50;0.4;51.5;0;943;12.6
19/09/2015;2:00:00;2;12;2;47;49;0.5;53.4;0;943;12.2
19/09/2015;3:00:00;2;13;2;45;43;0.6;56.3;0;944;11.8
19/09/2015;4:00:00;2;8;2;48;61;0.6;59.8;0;944;11.2
19/09/2015;5:00:00;2;8;2;50;53;0.4;61.8;0;944;10.9
19/09/2015;6:00:00;2;12;2;41;67;0.4;66.1;0;945;10.1
19/09/2015;7:00:00;2;16;2;36;51;0.4;69.9;0;945;9.5
19/09/2015;8:00:00;2;12;2;39;40;0.5;71.5;0;945;9.2
19/09/2015;9:00:00;2;14;2;36;49;0.5;69.2;0;946;9.9
19/09/2015;10:00:00;2;11;3;44;58;0.7;59.9;0;946;12.5
19/09/2015;11:00:00;2;8;2;56;43;0.8;51.7;0;946;15.3
19/09/2015;12:00:00;2;7;2;75;48;0.4;43.3;0;946;19.3
19/09/2015;13:00:00;2;10;2;93;358;0.9;37;0;947;21.6
19/09/2015;14:00:00;2;18;3;91;353;0.6;32;0;946;23.4
19/09/2015;15:00:00;2;13;2;103;341;0.9;28.9;0;946;24.1
19/09/2015;16:00:00;2;7;2;112;7;0.8;25.4;0;945;25.3
19/09/2015;17:00:00;2;4;2;115;343;0.9;23.4;0;945;25.6
19/09/2015;18:00:00;2;4;2;120;181;0.9;21.8;0;944;25.3
19/09/2015;19:00:00;2;8;2;114;125;0.9;20.6;0;944;25.5
19/09/2015;20:00:00;2;18;2;101;98;0.2;20.3;0;944;25
19/09/2015;21:00:00;2;72;7;35;356;0;28.4;0;944;21.1
19/09/2015;22:00:00;2;88;26;13;352;0;37.5;0;944;18.9
19/09/2015;23:00:00;2;67;13;13;60;0;39.9;0;945;17.2
19/09/2015;0:00:00;2;51;4;25;41;0.2;44.4;0;945;15.9
20/09/2015;1:00:00;2;23;2;44;48;0.7;48.2;0;945;14.6
20/09/2015;2:00:00;2;14;2;49;51;0.6;52.1;0;945;13.4
20/09/2015;3:00:00;2;12;2;47;66;0.6;58;0;945;12.3
20/09/2015;4:00:00;2;10;2;50;41;0.4;58.5;0;945;12
20/09/2015;5:00:00;2;11;2;48;60;0.6;61.7;0;945;11.4
20/09/2015;6:00:00;2;10;4;51;53;0.6;65;0;945;10.9
20/09/2015;7:00:00;2;8;3;51;46;0.4;67.2;0;945;10.4
20/09/2015;8:00:00;2;9;2;46;41;0.3;70.6;0;945;9.8
20/09/2015;9:00:00;2;11;2;42;45;0.5;68.8;0;945;10.5
20/09/2015;10:00:00;2;8;2;50;49;0.8;60.1;0;945;13
20/09/2015;11:00:00;2;6;2;59;47;0.6;48.7;0;945;16.3
20/09/2015;12:00:00;2;7;2;78;101;0.5;36.5;0;945;20
20/09/2015;13:00:00;2;11;2;91;289;0.7;31.2;0;945;22.8
20/09/2015;14:00:00;2;7;2;111;222;1.1;26.3;0;945;24.8
20/09/2015;15:00:00;2;7;2;119;208;1.9;22.1;0;944;25.9
20/09/2015;16:00:00;2;6;2;130;205;1.3;19.6;0;943;27
20/09/2015;17:00:00;2;8;2;137;244;1.5;19.8;0;943;27.1
20/09/2015;18:00:00;2;9;2;143;295;1.2;18.3;0;942;27.5
20/09/2015;19:00:00;2;13;2;147;232;1.2;18.7;0;942;27
20/09/2015;20:00:00;2;21;2;136;229;1;19.9;0;942;26.3
20/09/2015;21:00:00;2;64;5;79;204;0.5;24.1;0;942;23.8
20/09/2015;22:00:00;2;105;15;26;254;0;29.4;0;942;21.5
20/09/2015;23:00:00;2;108;32;5;184;0;36.9;0;942;19.3
20/09/2015;0:00:00;2;69;15;30;18;0.2;37.5;0;942;18.2
21/09/2015;1:00:00;2;38;2;55;43;0.4;41.1;0;942;17.1
21/09/2015;2:00:00;2;17;2;69;39;0.5;42.1;0;942;15.8
21/09/2015;3:00:00;2;10;2;71;45;0.6;42.9;0;942;14.7
21/09/2015;4:00:00;2;11;2;64;53;0.4;47.1;0;942;13.4
21/09/2015;5:00:00;2;10;2;62;50;0.6;49.3;0;942;12.5
21/09/2015;6:00:00;2;11;2;58;47;0.5;51.9;0;941;11.5
21/09/2015;7:00:00;2;18;4;47;46;0.6;56.4;0;941;10.6
21/09/2015;8:00:00;2;25;2;39;51;0.3;58.3;0;942;10
21/09/2015;9:00:00;2;36;4;29;38;0.4;56.5;0;942;10.9
21/09/2015;10:00:00;2;21;4;52;36;0.5;47.1;0;942;13.7
21/09/2015;11:00:00;2;26;5;58;60;0.5;36.4;0;942;17.4
21/09/2015;12:00:00;2;23;4;72;60;0.3;27.5;0;942;21.6
21/09/2015;13:00:00;2;26;5;98;204;0.9;19.7;0;942;25
21/09/2015;14:00:00;2;13;2;127;206;1.3;16.4;0;941;26.4
21/09/2015;15:00:00;2;8;2;139;295;1.7;15;0;940;27.2
21/09/2015;16:00:00;2;14;2;140;302;1.7;15;0;940;28.2
21/09/2015;17:00:00;2;19;2;143;224;1.4;14.9;0;939;28.8
21/09/2015;18:00:00;2;15;2;151;242;1.5;15.9;0;938;28.3
21/09/2015;19:00:00;2;14;2;150;226;1.5;16.7;0;938;27.9
21/09/2015;20:00:00;2;28;2;129;221;1.2;18.3;0;938;27.1
21/09/2015;21:00:00;2;62;2;78;217;0.8;22.5;0;938;24.6
21/09/2015;22:00:00;2;50;2;71;319;0.4;25.2;0;938;22.8
21/09/2015;23:00:00;2;96;10;13;122;0;30.4;0;938;20.2
21/09/2015;0:00:00;2;59;2;27;44;0.2;31.9;0;938;18.2
22/09/2015;1:00:00;2;29;2;54;65;0.2;34.2;0;938;16.5
22/09/2015;2:00:00;2;21;2;52;29;0.3;38.4;0;938;15.1
22/09/2015;3:00:00;2;17;2;55;59;0.1;40.3;0;938;14.2
22/09/2015;4:00:00;2;21;2;45;72;0.2;44.6;0;938;13.1
22/09/2015;5:00:00;2;16;2;49;43;0.3;49.2;0;938;11.8
22/09/2015;6:00:00;2;15;2;51;64;0.4;49;0;938;11.2
22/09/2015;7:00:00;2;20;2;43;39;0.4;52.9;0;938;10.4
22/09/2015;8:00:00;2;26;2;35;48;0.5;54.3;0;938;9.7
22/09/2015;9:00:00;2;39;7;20;49;0.3;53.2;0;938;10.3
22/09/2015;10:00:00;0;0;0;0;38;0.6;44;0;938;13.5
22/09/2015;11:00:00;0;0;0;0;46;0.4;34.7;0;938;16.9
22/09/2015;12:00:00;2;33;7;74;338;0.7;25;0;938;20.8
22/09/2015;13:00:00;2;52;15;70;230;1.1;22;0;938;23
22/09/2015;14:00:00;2;63;18;69;266;1.5;20.3;0;937;25
22/09/2015;15:00:00;2;24;4;113;227;2;17.2;0;936;27
22/09/2015;16:00:00;2;13;2;131;249;2.2;16.1;0;936;27.8
22/09/2015;17:00:00;2;16;2;137;229;2.5;15.3;0;935;28
22/09/2015;18:00:00;2;14;2;134;292;2.4;9.9;0;934;28.3
22/09/2015;19:00:00;2;9;2;131;296;2.3;5.4;0;934;28
22/09/2015;20:00:00;2;12;2;118;336;1.8;10.9;0;935;26.3
22/09/2015;21:00:00;2;10;2;105;181;1.4;19.1;0;935;22.5
22/09/2015;22:00:00;2;25;2;81;14;0.6;22.4;0;936;20.7
22/09/2015;23:00:00;2;27;2;86;40;0.1;24.7;0;937;20
22/09/2015;0:00:00;2;27;2;71;11;0.1;29.7;0;937;18.4
23/09/2015;1:00:00;2;47;2;42;77;0.2;34.4;0;937;17.1
23/09/2015;2:00:00;2;29;2;48;20;0;40.1;0;937;15.7
23/09/2015;3:00:00;2;22;3;51;180;0.1;44.1;0;937;14.6
23/09/2015;4:00:00;2;14;2;55;69;0.2;47.6;0;937;13.9
23/09/2015;5:00:00;2;20;2;43;354;0.1;51.5;0;937;13.1
23/09/2015;6:00:00;2;28;3;47;82;0.4;49.8;0;937;14.4
23/09/2015;7:00:00;2;21;2;53;48;0.3;51.6;0;937;13.8
23/09/2015;8:00:00;2;22;6;54;43;0.9;53.6;0;938;13.6
23/09/2015;9:00:00;2;32;5;36;42;0.4;57.7;0;939;13.1
23/09/2015;10:00:00;3;31;7;35;40;0.6;54.9;0;939;14.7
23/09/2015;11:00:00;2;9;2;0;49;0.9;46.5;0;940;17.1
23/09/2015;12:00:00;2;7;2;0;39;1.1;37.9;0;940;18.9
23/09/2015;13:00:00;2;6;2;0;49;1.3;32.6;0;940;20.2
23/09/2015;14:00:00;2;6;3;0;39;0.9;29.4;0;940;22.1
23/09/2015;15:00:00;2;6;2;0;32;1.3;27.1;0;940;23.3
23/09/2015;16:00:00;2;5;2;0;43;1.1;27.4;0;939;23
23/09/2015;17:00:00;2;4;2;0;45;1.2;27.3;0;939;23.5
23/09/2015;18:00:00;2;6;2;0;39;1.3;27.2;0;939;23.6
23/09/2015;19:00:00;2;6;2;0;30;1.2;27.8;0;939;23.2
23/09/2015;20:00:00;2;7;2;0;22;1.3;31.2;0;940;21.2
23/09/2015;21:00:00;2;9;2;0;22;0.9;35;0;940;19.6
23/09/2015;22:00:00;2;13;2;0;37;0.5;39.8;0;941;18.4
23/09/2015;23:00:00;2;18;2;0;44;0.4;44;0;941;17.3
23/09/2015;0:00:00;2;11;2;0;29;0.5;46.2;0;941;16.4
24/09/2015;1:00:00;2;10;2;0;49;0.4;50.2;0;941;15.2
24/09/2015;2:00:00;2;8;2;0;45;0.2;53.7;0;941;14.4
24/09/2015;3:00:00;2;12;2;0;45;0.2;58.8;0;941;13.3
24/09/2015;4:00:00;2;7;2;0;46;0.2;63.1;0;941;12.4
24/09/2015;5:00:00;2;8;2;0;50;0.4;66.1;0;941;11.9
24/09/2015;6:00:00;2;14;2;0;61;0.5;70.9;0;941;10.7
24/09/2015;7:00:00;2;18;2;0;68;0.3;72.9;0;941;10.5
24/09/2015;8:00:00;2;24;3;0;67;0.3;74.2;0;941;10.2
24/09/2015;9:00:00;2;41;18;0;134;0;72.2;0;942;10.8
24/09/2015;10:00:00;2;47;42;0;142;0.3;63.6;0;942;13
24/09/2015;11:00:00;2;29;12;14;182;0.2;55.9;0;943;15.3
24/09/2015;12:00:00;7;20;6;39;345;0.7;47.1;0;943;18
24/09/2015;13:00:00;6;9;2;68;122;0.6;34.1;0;942;21
24/09/2015;14:00:00;4;8;2;86;63;1;21.7;0;942;24
24/09/2015;15:00:00;4;6;2;95;22;0.9;16.8;0;941;26.6
24/09/2015;16:00:00;4;6;2;99;4;1.2;15.6;0;941;27.9
24/09/2015;17:00:00;4;6;2;101;311;0.6;12.5;0;940;29.4
24/09/2015;18:00:00;3;9;2;96;41;1.7;7.6;0;940;28.6
24/09/2015;19:00:00;3;9;2;97;39;1.8;7.7;0;940;28.1
24/09/2015;20:00:00;3;18;2;85;38;1.4;10;0;941;26.6
24/09/2015;21:00:00;3;40;2;58;68;0.7;13.7;0;941;23.8
24/09/2015;22:00:00;2;26;2;61;48;0.7;17.4;0;941;21.6
24/09/2015;23:00:00;2;15;2;70;26;0.9;18;0;942;20.5
24/09/2015;0:00:00;2;18;2;64;33;1;19.1;0;942;19.6
25/09/2015;1:00:00;2;24;2;58;122;1;21.2;0;942;18.5
25/09/2015;2:00:00;2;22;2;53;126;0.9;24.8;0;943;17
25/09/2015;3:00:00;2;12;2;57;28;0.4;27.4;0;943;15.8
25/09/2015;4:00:00;2;11;2;49;50;0.2;31.8;0;942;14.1
25/09/2015;5:00:00;2;9;2;52;43;0.4;34;0;942;13.4
25/09/2015;6:00:00;2;14;2;41;39;0.2;39.7;0;942;11.9
25/09/2015;7:00:00;2;20;2;35;77;0.5;42.8;0;942;11
25/09/2015;8:00:00;3;28;3;26;47;0.7;46.1;0;942;10.1
25/09/2015;9:00:00;3;39;13;18;46;0.6;47.2;0;943;10.3
25/09/2015;10:00:00;3;23;6;38;44;0.7;40.1;0;943;13
25/09/2015;11:00:00;3;15;3;57;45;0.5;29.5;0;943;17.4
25/09/2015;12:00:00;4;11;2;76;50;0.5;20.6;0;943;21.7
25/09/2015;13:00:00;5;18;4;74;100;0.8;17.5;0;942;24.8
25/09/2015;14:00:00;4;11;3;93;28;0.9;12.8;0;942;28.1
25/09/2015;15:00:00;4;9;2;103;61;1;9.9;0;941;29.6
25/09/2015;16:00:00;4;4;2;110;249;1.3;9.3;0;940;29.6
25/09/2015;17:00:00;4;5;2;103;15;1.3;9;0;940;29.9
25/09/2015;18:00:00;3;7;2;103;340;1.5;9.4;0;939;29.1
25/09/2015;19:00:00;3;12;2;91;46;0.6;9.9;0;939;28.1
25/09/2015;20:00:00;3;14;2;88;40;0.8;11.7;0;940;26.7
25/09/2015;21:00:00;4;21;2;74;33;1.2;15.9;0;940;25
25/09/2015;22:00:00;3;37;2;51;17;0.3;19;0;941;23.3
25/09/2015;23:00:00;2;30;2;58;45;0.5;19.1;0;941;23
25/09/2015;0:00:00;2;31;2;44;51;0.4;24.7;0;941;19.8
26/09/2015;1:00:00;2;23;2;47;67;0.4;27.8;0;941;17.8
26/09/2015;2:00:00;3;19;2;50;64;0.5;31;0;941;16.4
26/09/2015;3:00:00;2;12;2;53;48;0.2;34.6;0;941;15.1
26/09/2015;4:00:00;2;23;2;36;53;0;38.2;0;941;14.2
26/09/2015;5:00:00;2;17;2;41;50;0.6;41.5;0;941;13.2
26/09/2015;6:00:00;2;7;2;55;43;0.8;44;0;941;12.6
26/09/2015;7:00:00;2;11;2;46;53;0.5;47.4;0;941;11.6
26/09/2015;8:00:00;3;19;2;35;52;0.6;49.9;0;941;11
26/09/2015;9:00:00;3;15;2;39;46;0.7;50.1;0;941;11.1
26/09/2015;10:00:00;3;9;2;51;45;0.9;42.1;0;941;13.9
26/09/2015;11:00:00;3;10;2;56;47;0.8;36.5;0;941;16.5
26/09/2015;12:00:00;3;12;2;62;110;0.5;29.6;0;941;20
26/09/2015;13:00:00;4;16;3;81;91;0.3;18.9;0;941;24.9
26/09/2015;14:00:00;5;16;3;97;236;1;13.1;0;940;27
26/09/2015;15:00:00;4;12;2;103;267;1.2;11.8;0;940;27.7
26/09/2015;16:00:00;3;8;2;110;254;1.5;11.3;0;940;27.7
26/09/2015;17:00:00;3;8;2;110;273;1.4;11.6;0;939;27.5
26/09/2015;18:00:00;2;5;2;110;14;0.4;11.5;0;939;27.4
26/09/2015;19:00:00;2;9;2;111;11;1.9;15.8;0;939;25.4
26/09/2015;20:00:00;3;20;2;92;123;1.9;18.1;0;940;24
26/09/2015;21:00:00;3;32;2;72;69;0.6;20.2;0;940;23.1
26/09/2015;22:00:00;3;83;12;13;353;0;25.2;0;940;21.1
26/09/2015;23:00:00;4;62;9;24;180;0;27;0;940;19.4
26/09/2015;0:00:00;3;26;2;49;77;0.5;29.4;0;940;18
27/09/2015;1:00:00;3;11;2;83;311;2.9;26.4;0;941;20
27/09/2015;2:00:00;2;10;2;72;181;1.3;29.6;0;941;18.5
27/09/2015;3:00:00;2;10;2;81;89;0.5;30.8;0;942;19
27/09/2015;4:00:00;3;10;2;82;119;1.5;34.6;0;941;18.6
27/09/2015;5:00:00;3;10;2;76;44;0.2;37.6;0;941;18.2
27/09/2015;6:00:00;3;7;2;73;54;0.6;42.4;0;941;17
27/09/2015;7:00:00;2;7;2;62;47;0.5;49.3;0;941;14.9
27/09/2015;8:00:00;3;7;2;58;65;0.6;52.7;0;941;13.4
27/09/2015;9:00:00;2;7;2;54;53;0.6;53.9;0;941;13.2
27/09/2015;10:00:00;2;7;2;59;44;0.8;47.4;0;942;15.6
27/09/2015;11:00:00;3;6;2;67;68;1;40.2;0;942;18.3
27/09/2015;12:00:00;3;6;2;79;46;0.8;31.5;0;942;21.9
27/09/2015;13:00:00;3;6;2;104;24;0.7;22.5;0;942;25.1
27/09/2015;14:00:00;3;4;2;113;75;0.8;18.9;0;941;27.1
27/09/2015;15:00:00;2;5;2;115;236;1.2;20.9;0;941;26.5
27/09/2015;16:00:00;3;8;2;109;190;1.5;23.6;0;940;24.6
27/09/2015;17:00:00;4;14;4;109;137;1.5;19.4;0;940;26.1
27/09/2015;18:00:00;4;10;2;116;187;0.7;18.8;0;939;26
27/09/2015;19:00:00;3;17;2;110;226;1.1;22.2;0;940;24.6
27/09/2015;20:00:00;3;26;2;95;223;1;23.4;0;940;23.8
27/09/2015;21:00:00;2;15;2;88;116;1.7;29.9;0;941;21.1
27/09/2015;22:00:00;2;26;2;66;184;0.2;31.7;0;941;19.8
27/09/2015;23:00:00;2;20;2;59;27;0.8;34.4;0;942;18.4
27/09/2015;0:00:00;2;17;2;61;74;0.5;36.5;0;943;17.9
28/09/2015;1:00:00;2;15;2;60;357;0.2;42.4;0;943;16.7
28/09/2015;2:00:00;2;13;2;48;23;0.1;46.2;0;943;15
28/09/2015;3:00:00;2;7;2;59;27;0.3;45.8;0;943;14
28/09/2015;4:00:00;2;8;2;57;55;0.6;46.7;0;943;13.1
28/09/2015;5:00:00;2;4;2;58;63;0.3;51.6;0;943;12.4
28/09/2015;6:00:00;2;11;2;48;62;0.5;54.2;0;943;11.6
28/09/2015;7:00:00;2;16;2;45;49;0.5;55.3;0;943;11
28/09/2015;8:00:00;3;20;2;42;51;0.5;56.8;0;943;11.1
28/09/2015;9:00:00;3;34;10;29;63;0.5;57;0;944;11.4
28/09/2015;10:00:00;3;25;7;40;62;0.6;51.6;0;944;14.1
28/09/2015;11:00:00;3;12;2;62;52;0.6;48.1;0;945;16.6
28/09/2015;12:00:00;3;11;2;74;65;0.8;45.6;0;945;18.8
28/09/2015;13:00:00;3;9;3;86;48;0.8;40.8;0;944;20.9
28/09/2015;14:00:00;4;11;3;90;173;1.5;36;0;944;22.3
28/09/2015;15:00:00;5;10;3;95;164;1.6;32.1;0;943;23.1
28/09/2015;16:00:00;5;6;2;99;210;1.5;27.6;0;943;24.3
28/09/2015;17:00:00;5;4;2;103;176;1.2;26.2;0;942;24.9
28/09/2015;18:00:00;4;8;2;100;270;1.1;26;0;941;24.7
28/09/2015;19:00:00;5;19;4;88;184;2.2;30;0;941;22.8
28/09/2015;20:00:00;5;24;3;78;180;1.6;34.1;0;941;21.2
28/09/2015;21:00:00;5;25;3;69;156;2;40.5;0;942;19.5
28/09/2015;22:00:00;5;25;3;71;207;1.1;38.5;0;942;19.4
28/09/2015;23:00:00;5;18;2;75;45;0.6;41.7;0;942;19
28/09/2015;0:00:00;3;13;2;77;109;0.7;48.7;0;943;17.8
29/09/2015;1:00:00;3;5;2;89;133;1.5;50;0;943;17.3
29/09/2015;2:00:00;3;4;2;87;116;1;52.3;0;943;16.5
29/09/2015;3:00:00;3;6;2;77;47;0.2;57;0;943;15.5
29/09/2015;4:00:00;3;9;2;63;46;0.3;61.1;0;943;14.1
29/09/2015;5:00:00;3;13;2;46;124;0.1;65.6;0;942;12.7
29/09/2015;6:00:00;3;16;2;38;38;0.1;68.4;0;942;11.8
29/09/2015;7:00:00;3;20;2;28;51;0.3;68.9;0;942;10.6
29/09/2015;8:00:00;3;27;3;20;48;0.3;70.8;0;942;10
29/09/2015;9:00:00;3;35;11;14;44;0.5;70.8;0;941;10.1
29/09/2015;10:00:00;4;22;7;30;44;0.6;63.1;0;941;12.4
29/09/2015;11:00:00;3;16;4;50;180;0.4;55.2;0;941;15.6
29/09/2015;12:00:00;4;21;6;72;334;0.5;47.6;0;941;18
29/09/2015;13:00:00;6;15;3;89;333;0.4;40.2;0;940;20.4
29/09/2015;14:00:00;8;18;4;91;172;1.3;37.7;0;940;21.4
29/09/2015;15:00:00;6;6;2;104;181;1.4;31.7;0;939;23.2
29/09/2015;16:00:00;6;7;2;102;253;1.2;29;0;938;23.5
29/09/2015;17:00:00;7;9;2;100;213;1.3;27.5;0;937;23.4
29/09/2015;18:00:00;8;12;3;96;156;1.6;26.2;0;937;23.5
29/09/2015;19:00:00;6;12;2;96;199;1.1;27.1;0;936;22.6
29/09/2015;20:00:00;4;20;2;90;197;2;29.7;0;937;21.5
29/09/2015;21:00:00;3;25;2;82;202;1.7;35.3;0;937;20
29/09/2015;22:00:00;3;13;2;90;294;0.2;40.8;0;937;18.3
29/09/2015;23:00:00;4;51;2;41;248;0.3;43.4;0;938;17.6
29/09/2015;0:00:00;4;35;2;46;314;0.4;47;0;938;16.4
30/09/2015;1:00:00;4;42;3;45;140;0.6;48.2;0;938;16.9
30/09/2015;2:00:00;3;6;2;81;222;1.1;56.7;0;939;15.9
30/09/2015;3:00:00;3;10;2;79;319;1;61.9;0;939;15.6
30/09/2015;4:00:00;3;5;2;89;229;1.2;63.7;0;939;15.5
30/09/2015;5:00:00;3;4;2;84;252;0.9;66.1;0;939;15.3
30/09/2015;6:00:00;3;12;2;71;207;0.8;69.4;0;939;14.6
30/09/2015;7:00:00;3;25;2;47;154;0.8;72.8;0;939;13.6
30/09/2015;8:00:00;3;45;4;22;349;0;75.3;0;939;13.4
30/09/2015;9:00:00;4;63;32;12;127;0.2;74;0;940;13.7
30/09/2015;10:00:00;4;31;5;46;277;0.4;68.8;0;940;15
30/09/2015;11:00:00;4;20;2;64;241;0.6;66.8;0;941;15.4
30/09/2015;12:00:00;3;20;3;70;324;0.7;62;0;941;16.5
30/09/2015;13:00:00;3;20;5;76;296;0.8;55.2;0;941;18.4
30/09/2015;14:00:00;4;16;4;87;222;1.3;47.3;0;941;20.5
30/09/2015;15:00:00;5;14;3;101;243;1.3;40;0;941;22
30/09/2015;16:00:00;4;9;2;117;251;1.6;33.8;0;940;23
30/09/2015;17:00:00;4;8;2;124;338;1;32.4;0;940;22.7
30/09/2015;18:00:00;3;11;2;122;247;1.3;32.2;0;940;22.7
30/09/2015;19:00:00;3;16;2;114;247;1.3;32.8;0;940;22.2
30/09/2015;20:00:00;3;30;2;97;297;0.8;35.2;0;941;21.4
30/09/2015;21:00:00;3;19;2;94;341;0.9;37.3;0;941;19.5
30/09/2015;22:00:00;3;32;2;69;135;0.3;40;0;942;18.3
30/09/2015;23:00:00;3;50;2;46;129;0.4;44.2;0;942;16.9
30/09/2015;0:00:00;3;52;3;30;27;0.1;49.3;0;943;15.5
01/07/2015;1:00:00;0;4;2;103;226;1;12.2;0;938;30.3
01/07/2015;2:00:00;0;13;2;88;187;0.9;15.8;0;938;28.5
01/07/2015;3:00:00;0;3;2;98;218;0.7;18.9;0;938;27.3
01/07/2015;4:00:00;0;12;4;82;199;0.6;20.6;0;938;26.2
01/07/2015;5:00:00;0;20;7;70;205;1.2;23.8;0;938;25.1
01/07/2015;6:00:00;0;40;14;44;210;0.9;25.3;0;938;24.4
01/07/2015;7:00:00;0;14;4;72;194;0.6;26.4;0;939;24
01/07/2015;8:00:00;0;24;3;62;180;0.8;28.3;0;939;23.8
01/07/2015;9:00:00;0;4;2;85;116;0.6;28.8;0;939;24.9
01/07/2015;10:00:00;0;15;4;84;182;0.9;25.4;0;939;26.8
01/07/2015;11:00:00;0;3;2;107;184;1.4;23.2;0;939;28.5
01/07/2015;12:00:00;0;2;2;118;207;1.7;19.7;0;939;30.6
01/07/2015;13:00:00;0;2;2;127;195;2.1;18;0;938;32
01/07/2015;14:00:00;0;4;2;131;218;2.3;16.3;0;938;33.5
01/07/2015;15:00:00;0;2;2;136;207;2.3;14.5;0;938;34.5
01/07/2015;16:00:00;0;2;2;139;208;2.5;12.9;0;937;35.4
