Fecha;Hora;S02;NO;NO2;PM10;O3;dd;vv;TMP;LL
27/03/2015;1:00:00;5;0.3;3;;96;245;4.1;12.9;0.3
27/03/2015;2:00:00;4;0.1;2;;99;234;4.3;13.0;0.0
27/03/2015;3:00:00;5;0.2;4;;95;235;3.5;13.1;0.0
27/03/2015;4:00:00;5;0.2;2;;96;233;3.0;13.0;0.0
27/03/2015;5:00:00;4;0.1;2;;90;265;1.7;13.0;0.0
27/03/2015;6:00:00;4;0.4;4;;79;271;1.7;13.2;0.0
27/03/2015;7:00:00;5;1.1;17;;62;276;1.0;12.9;0.0
27/03/2015;8:00:00;5;2.8;21;;49;268;1.4;13.6;0.0
27/03/2015;9:00:00;5;3.2;17;;59;312;4.3;14.7;0.0
27/03/2015;10:00:00;5;5.1;14;;69;322;4.4;16.4;0.0
27/03/2015;11:00:00;5;2.2;10;;75;319;2.9;17.9;0.0
27/03/2015;12:00:00;5;4.5;15;;75;316;3.5;18.7;0.0
27/03/2015;13:00:00;5;2.8;10;;83;311;4.2;19.4;0.0
27/03/2015;14:00:00;5;6.1;8;;87;308;4.6;19.3;0.0
27/03/2015;15:00:00;4;1.3;7;;90;314;5.8;19.5;0.0
27/03/2015;16:00:00;4;1.2;5;;95;310;6.6;18.9;0.0
27/03/2015;17:00:00;4;1.2;5;;96;312;4.9;18.9;0.0
27/03/2015;18:00:00;5;1.2;7;;95;306;3.2;18.7;0.0
27/03/2015;19:00:00;4;0.3;3;;99;236;3.3;16.3;0.0
27/03/2015;20:00:00;4;0.2;6;;95;238;2.3;15.3;0.0
27/03/2015;21:00:00;4;0.4;9;;89;242;2.0;14.9;0.0
27/03/2015;22:00:00;5;0.2;4;;95;250;3.1;15.0;0.0
27/03/2015;23:00:00;4;0.3;3;;94;210;4.1;14.8;0.0
27/03/2015;0:00:00;5;0.1;2;;91;197;4.1;14.7;0.0
28/03/2015;1:00:00;5;0.5;9;;75;172;2.0;14.9;0.0
28/03/2015;2:00:00;5;0.5;8;;59;284;1.3;15.7;0.0
28/03/2015;3:00:00;4;0.1;5;;61;320;2.1;15.3;0.0
28/03/2015;4:00:00;5;0.4;8;;49;286;1.9;13.7;0.0
28/03/2015;5:00:00;5;2.2;22;;28;143;1.2;12.0;0.0
28/03/2015;6:00:00;5;8.9;29;;19;251;1.5;11.7;0.0
28/03/2015;7:00:00;5;1.1;10;;50;320;4.0;14.8;0.0
28/03/2015;8:00:00;5;1.4;11;;46;310;4.2;15.6;0.0
28/03/2015;9:00:00;5;10.0;22;;32;155;1.8;16.3;0.0
28/03/2015;10:00:00;5;6.8;19;;39;151;1.4;17.2;0.0
28/03/2015;11:00:00;5;3.9;11;;48;190;2.4;16.9;0.0
28/03/2015;12:00:00;5;1.0;3;;72;200;2.9;17.2;0.0
28/03/2015;13:00:00;5;0.5;2;;82;202;3.0;17.4;0.0
28/03/2015;14:00:00;5;0.3;2;;84;196;3.3;17.4;0.0
28/03/2015;15:00:00;5;0.6;2;;83;178;2.8;17.6;0.0
28/03/2015;16:00:00;5;1.4;5;;75;170;2.7;17.6;0.0
28/03/2015;17:00:00;5;0.6;2;;78;163;2.3;18.3;0.0
28/03/2015;18:00:00;5;0.9;6;;73;254;2.5;20.0;0.0
28/03/2015;19:00:00;5;1.1;9;;74;309;3.5;20.2;0.0
28/03/2015;20:00:00;5;1.1;34;;53;318;1.7;19.0;0.0
28/03/2015;21:00:00;5;11.3;57;;25;253;1.0;17.7;0.0
28/03/2015;22:00:00;6;21.7;63;;9;228;0.5;16.4;0.0
28/03/2015;23:00:00;6;12.3;49;;16;283;0.7;15.2;0.0
28/03/2015;0:00:00;6;21.3;49;;5;191;0.8;14.0;0.0
29/03/2015;1:00:00;6;8.3;29;;6;201;1.3;12.3;0.0
29/03/2015;2:00:00;6;8.9;29;;7;171;0.9;11.9;0.0
29/03/2015;3:00:00;6;3.2;26;;8;308;0.8;11.7;0.0
29/03/2015;4:00:00;6;12.8;30;;2;158;0.7;10.9;0.0
29/03/2015;5:00:00;6;21.9;26;;;179;0.9;10.4;0.0
29/03/2015;6:00:00;6;16.6;29;;5;214;0.8;10.8;0.0
29/03/2015;7:00:00;5;1.6;15;;44;301;2.7;13.9;0.0
29/03/2015;8:00:00;5;12.3;26;;30;201;2.4;14.3;0.0
29/03/2015;9:00:00;6;22.4;37;;20;180;1.3;15.2;0.0
29/03/2015;10:00:00;6;4.4;14;;53;97;2.3;17.3;0.0
29/03/2015;11:00:00;5;3.2;11;;58;125;2.0;18.5;0.0
29/03/2015;12:00:00;5;1.3;4;;66;199;3.3;17.6;0.0
29/03/2015;13:00:00;5;0.8;2;;78;201;4.1;17.2;0.0
29/03/2015;14:00:00;5;0.5;2;;85;207;3.3;17.1;0.0
29/03/2015;15:00:00;5;0.7;2;;88;212;2.6;17.7;0.0
29/03/2015;16:00:00;5;1.1;3;;83;302;3.8;21.7;0.0
29/03/2015;17:00:00;5;1.1;4;;84;305;4.6;21.8;0.0
29/03/2015;18:00:00;5;1.1;6;;83;313;4.2;20.5;0.0
29/03/2015;19:00:00;5;1.1;11;;77;310;3.4;19.6;0.0
29/03/2015;20:00:00;5;2.7;27;;60;309;1.4;19.0;0.0
29/03/2015;21:00:00;5;0.7;14;;71;285;1.5;18.5;0.0
29/03/2015;22:00:00;5;0.2;5;;82;240;2.5;16.5;0.0
29/03/2015;23:00:00;5;0.2;4;;84;240;3.0;15.8;0.0
29/03/2015;0:00:00;5;0.2;4;;80;252;3.0;15.9;0.0
30/03/2015;1:00:00;5;0.1;2;;87;237;5.1;15.9;0.0
30/03/2015;2:00:00;5;0.1;5;;80;217;3.9;15.5;0.0
30/03/2015;3:00:00;5;0.1;2;;85;239;5.0;15.7;0.0
30/03/2015;4:00:00;5;0.1;2;;82;229;4.7;15.8;0.0
30/03/2015;5:00:00;5;0.3;6;;77;223;4.3;15.9;0.0
30/03/2015;6:00:00;5;0.2;5;;79;209;4.1;16.0;0.0
30/03/2015;7:00:00;5;1.8;10;;74;211;3.1;16.4;0.0
30/03/2015;8:00:00;5;1.0;4;;85;225;4.3;17.5;0.0
30/03/2015;9:00:00;5;1.4;9;;82;278;5.0;21.3;0.0
30/03/2015;10:00:00;6;2.3;10;;82;300;7.2;22.4;0.0
30/03/2015;11:00:00;5;1.2;7;;85;290;6.0;22.5;0.0
30/03/2015;12:00:00;5;1.2;8;;87;302;5.8;22.5;0.0
30/03/2015;13:00:00;5;1.4;7;;87;247;3.7;23.2;0.0
30/03/2015;14:00:00;5;1.5;6;;91;296;5.4;22.9;0.0
30/03/2015;15:00:00;5;1.2;7;;95;304;5.8;23.3;0.0
30/03/2015;16:00:00;5;1.2;6;;100;302;6.1;23.2;0.0
30/03/2015;17:00:00;5;1.2;8;;99;313;5.4;23.9;0.0
30/03/2015;18:00:00;5;1.1;10;;97;314;4.2;24.0;0.0
30/03/2015;19:00:00;5;0.8;10;;94;264;2.3;22.0;0.0
30/03/2015;20:00:00;5;0.3;11;;85;255;1.6;20.1;0.0
30/03/2015;21:00:00;4;0.5;11;;77;297;2.6;20.7;0.0
30/03/2015;22:00:00;5;0.1;7;;77;313;2.9;21.1;0.0
30/03/2015;23:00:00;5;0.4;11;;72;269;2.1;20.2;0.0
30/03/2015;0:00:00;4;0.4;9;;72;316;2.1;19.4;0.0
31/03/2015;1:00:00;4;0.1;5;;71;321;3.5;19.7;0.0
31/03/2015;2:00:00;4;0.0;4;;69;316;2.7;19.4;0.0
31/03/2015;3:00:00;5;0.6;8;;49;184;1.8;16.3;0.0
31/03/2015;4:00:00;5;0.8;11;;42;99;1.8;14.2;0.0
31/03/2015;5:00:00;4;8.3;40;;22;172;1.6;13.8;0.0
31/03/2015;6:00:00;6;57.6;52;;4;168;1.4;12.9;0.0
31/03/2015;7:00:00;7;85.9;68;;1;239;1.1;13.0;0.0
31/03/2015;8:00:00;7;71.8;63;;6;124;1.0;14.4;0.0
31/03/2015;9:00:00;7;66.1;51;;10;200;1.1;16.5;0.0
31/03/2015;10:00:00;7;30.1;50;;23;167;0.7;19.8;0.0
31/03/2015;11:00:00;7;27.5;44;;28;227;2.0;18.4;0.0
31/03/2015;12:00:00;6;11.3;26;;53;219;2.4;19.4;0.0
31/03/2015;13:00:00;5;2.1;9;;81;236;3.7;20.3;0.0
31/03/2015;14:00:00;5;1.2;5;;89;218;3.2;19.6;0.0
31/03/2015;15:00:00;5;1.5;7;;83;233;1.7;23.4;0.0
31/03/2015;16:00:00;5;1.4;6;;91;245;2.6;23.8;0.0
31/03/2015;17:00:00;5;1.1;5;;103;219;4.2;20.5;0.0
31/03/2015;18:00:00;5;1.7;11;;95;225;4.4;19.3;0.0
31/03/2015;19:00:00;5;0.8;7;;95;223;4.1;18.1;0.0
31/03/2015;20:00:00;5;0.3;6;;92;223;2.4;17.1;0.0
31/03/2015;21:00:00;5;0.4;7;;83;173;1.5;16.2;0.0
31/03/2015;22:00:00;5;3.4;43;;32;53;2.6;15.1;0.0
31/03/2015;23:00:00;5;1.2;18;;55;180;1.8;14.8;0.0
31/03/2015;0:00:00;5;1.0;14;;64;258;1.5;14.8;0.0
01/04/2015;1:00:00;5;1.0;17;;52;230;0.4;14.3;0.0
01/04/2015;2:00:00;5;0.7;9;;64;208;0.7;13.9;0.0
01/04/2015;3:00:00;5;0.2;2;;76;225;1.8;13.9;0.0
01/04/2015;4:00:00;5;0.3;2;;80;212;1.3;14.3;0.0
01/04/2015;5:00:00;4;0.6;3;;73;247;2.1;15.1;0.0
01/04/2015;6:00:00;5;1.1;12;;55;316;2.8;14.7;0.0
01/04/2015;7:00:00;5;9.7;41;;28;225;2.4;14.4;0.0
01/04/2015;8:00:00;5;25.9;50;;17;273;2.1;15.1;0.0
01/04/2015;9:00:00;5;12.0;23;;38;121;3.9;14.8;0.0
01/04/2015;10:00:00;5;5.7;14;;59;92;5.1;16.3;0.0
01/04/2015;11:00:00;5;3.9;12;;67;68;6.3;15.6;0.0
01/04/2015;12:00:00;5;3.7;10;;72;85;6.6;15.8;0.0
01/04/2015;13:00:00;5;3.7;11;;73;75;6.3;15.7;0.0
01/04/2015;14:00:00;5;3.4;11;;73;77;6.4;15.4;0.0
01/04/2015;15:00:00;4;4.3;12;;74;61;5.4;15.9;0.0
01/04/2015;16:00:00;5;3.3;12;;77;59;4.9;16.0;0.0
01/04/2015;17:00:00;4;3.3;16;;75;83;3.5;16.0;0.0
01/04/2015;18:00:00;5;3.1;15;;75;66;3.1;16.1;0.0
01/04/2015;19:00:00;5;3.3;22;;66;58;2.8;15.3;0.0
01/04/2015;20:00:00;5;2.9;23;;62;50;3.0;14.0;0.0
01/04/2015;21:00:00;5;1.7;18;;69;53;2.9;13.5;0.0
01/04/2015;22:00:00;5;1.6;19;;64;50;2.3;12.9;0.0
01/04/2015;23:00:00;5;1.4;32;;45;200;1.3;12.5;0.0
01/04/2015;0:00:00;5;1.3;42;;29;159;0.2;12.2;0.0
02/04/2015;1:00:00;5;1.3;42;;27;247;0.3;12.1;0.0
02/04/2015;2:00:00;5;1.2;27;;35;218;0.8;12.1;0.0
02/04/2015;3:00:00;5;1.3;22;;41;291;0.3;12.0;0.0
02/04/2015;4:00:00;5;3.0;35;;18;105;0.5;11.8;0.0
02/04/2015;5:00:00;5;7.2;30;;11;61;0.9;11.0;0.0
02/04/2015;6:00:00;5;8.8;35;;7;85;0.5;11.2;0.0
02/04/2015;7:00:00;6;26.0;38;;22;171;0.8;12.3;0.0
02/04/2015;8:00:00;5;2.8;13;;74;244;2.4;13.8;0.0
02/04/2015;9:00:00;5;1.2;4;;86;234;3.2;14.8;0.0
02/04/2015;10:00:00;5;1.4;6;;84;231;3.8;15.7;0.0
02/04/2015;11:00:00;5;1.0;2;;90;226;4.1;16.5;0.0
02/04/2015;12:00:00;5;1.0;4;;89;225;4.9;17.0;0.0
02/04/2015;13:00:00;5;1.3;4;;90;227;5.4;17.6;0.0
02/04/2015;14:00:00;5;0.8;3;;92;223;5.4;17.7;0.0
02/04/2015;15:00:00;5;0.6;3;;93;220;5.6;17.5;0.0
02/04/2015;16:00:00;5;0.6;2;;96;218;5.7;17.3;0.0
02/04/2015;17:00:00;5;0.7;2;;94;226;5.6;17.1;0.0
02/04/2015;18:00:00;5;0.8;4;;87;225;5.3;16.6;0.0
02/04/2015;19:00:00;5;0.0;2;;90;224;4.5;15.6;0.0
02/04/2015;20:00:00;5;0.3;2;;87;222;3.6;14.8;0.0
02/04/2015;21:00:00;5;0.3;2;;84;229;3.6;14.6;0.0
02/04/2015;22:00:00;5;0.1;3;;81;236;2.7;14.5;0.0
02/04/2015;23:00:00;5;0.3;6;;78;265;2.4;14.2;0.0
02/04/2015;0:00:00;5;3.5;29;;30;277;0.9;12.4;0.0
03/04/2015;1:00:00;6;5.3;33;;15;184;1.1;11.4;0.0
03/04/2015;2:00:00;5;3.7;27;;14;300;0.9;10.6;0.0
03/04/2015;3:00:00;5;1.4;13;;26;311;1.6;10.2;0.0
03/04/2015;4:00:00;5;1.2;15;;28;307;1.3;9.9;0.0
03/04/2015;5:00:00;5;2.0;19;;28;273;1.7;9.7;0.0
03/04/2015;6:00:00;5;12.4;31;;8;285;1.0;9.0;0.0
03/04/2015;7:00:00;5;7.8;33;;8;302;1.0;9.0;0.0
03/04/2015;8:00:00;5;5.3;24;;22;318;1.4;11.3;0.0
03/04/2015;9:00:00;5;4.1;17;;48;315;1.3;14.0;0.0
03/04/2015;10:00:00;5;5.3;22;;62;201;1.0;15.6;0.0
03/04/2015;11:00:00;5;3.2;14;;75;215;2.4;16.0;0.0
03/04/2015;12:00:00;5;1.7;6;;85;211;3.8;15.9;0.0
03/04/2015;13:00:00;5;0.6;2;;90;204;4.0;16.5;0.0
03/04/2015;14:00:00;5;0.2;2;;90;206;3.8;16.8;0.0
03/04/2015;15:00:00;4;0.4;2;;97;207;3.8;16.8;0.0
03/04/2015;16:00:00;5;0.3;2;;90;207;3.7;16.8;0.0
03/04/2015;17:00:00;5;0.1;2;;93;206;3.3;16.6;0.0
03/04/2015;18:00:00;5;0.0;2;;91;199;2.8;15.5;0.0
03/04/2015;19:00:00;5;0.0;2;;88;195;2.2;14.8;0.0
03/04/2015;20:00:00;5;0.0;2;;88;197;1.5;14.3;0.0
03/04/2015;21:00:00;5;0.0;2;;87;166;1.0;14.1;0.0
03/04/2015;22:00:00;5;0.0;2;;81;159;0.3;14.1;0.0
03/04/2015;23:00:00;5;0.0;2;;81;157;0.2;14.2;0.0
03/04/2015;0:00:00;5;0.7;19;;53;218;0.7;14.1;0.0
04/04/2015;1:00:00;5;1.0;14;;48;311;0.9;13.7;0.0
04/04/2015;2:00:00;5;0.9;12;;46;308;1.0;13.3;0.0
04/04/2015;3:00:00;5;0.3;6;;44;312;1.2;12.8;0.0
04/04/2015;4:00:00;5;1.2;13;;34;191;1.4;12.5;0.0
04/04/2015;5:00:00;5;6.1;34;;10;206;1.4;11.9;0.0
04/04/2015;6:00:00;5;12.2;37;;9;66;1.8;11.4;0.0
04/04/2015;7:00:00;6;31.9;44;;3;237;1.0;11.1;0.0
04/04/2015;8:00:00;6;16.8;45;;9;269;0.2;12.3;0.0
04/04/2015;9:00:00;5;17.4;36;;31;308;1.4;14.4;0.0
04/04/2015;10:00:00;5;5.6;18;;61;169;3.0;15.4;0.0
04/04/2015;11:00:00;5;3.7;14;;72;104;3.8;16.8;0.0
04/04/2015;12:00:00;5;2.0;7;;74;88;3.0;18.1;0.0
04/04/2015;13:00:00;5;0.9;2;;81;182;2.7;18.6;0.0
04/04/2015;14:00:00;5;1.7;3;;81;209;4.5;18.4;0.0
04/04/2015;15:00:00;5;1.2;2;;85;199;4.7;18.2;0.0
04/04/2015;16:00:00;5;0.5;2;;92;196;4.9;17.2;0.0
04/04/2015;17:00:00;5;0.2;2;;95;205;4.1;16.9;0.0
04/04/2015;18:00:00;5;0.1;2;;93;211;3.7;16.6;0.0
04/04/2015;19:00:00;5;0.0;2;;90;206;2.9;15.9;0.0
04/04/2015;20:00:00;5;0.0;2;;87;189;2.7;14.6;0.0
04/04/2015;21:00:00;5;0.0;2;;82;176;1.6;14.1;0.0
04/04/2015;22:00:00;5;0.9;11;;66;141;1.0;13.4;0.0
04/04/2015;23:00:00;6;3.7;45;;19;148;1.0;12.3;0.0
04/04/2015;0:00:00;6;5.5;52;;11;140;0.5;11.9;0.0
05/04/2015;1:00:00;6;2.1;27;;22;243;1.1;11.2;0.0
05/04/2015;2:00:00;6;2.6;25;;17;214;1.1;10.5;0.0
05/04/2015;3:00:00;5;2.5;23;;13;204;1.0;9.6;0.0
05/04/2015;4:00:00;6;4.0;19;;13;156;1.2;8.8;0.0
05/04/2015;5:00:00;6;8.4;23;;8;51;1.2;8.2;0.0
05/04/2015;6:00:00;6;20.2;33;;7;170;1.0;8.7;0.0
05/04/2015;7:00:00;6;28.4;38;;5;124;1.3;8.8;0.0
05/04/2015;8:00:00;5;22.1;35;;12;241;1.0;10.9;0.0
05/04/2015;9:00:00;6;7.3;21;;39;150;0.4;14.8;0.0
05/04/2015;10:00:00;6;1.2;5;;72;188;1.2;15.7;0.0
05/04/2015;11:00:00;5;1.3;5;;78;187;2.3;15.8;0.0
05/04/2015;12:00:00;5;0.6;2;;91;200;3.2;16.8;0.0
05/04/2015;13:00:00;4;0.4;2;;96;214;4.7;17.1;0.0
05/04/2015;14:00:00;5;0.4;2;;93;214;4.8;17.5;0.0
05/04/2015;15:00:00;5;0.2;2;;92;189;2.9;17.4;0.0
05/04/2015;16:00:00;5;1.8;8;;68;70;4.7;15.7;0.0
05/04/2015;17:00:00;5;1.8;8;;71;56;6.9;14.3;0.0
05/04/2015;18:00:00;5;2.1;13;;71;58;5.4;13.9;0.0
05/04/2015;19:00:00;5;1.6;11;;83;55;5.7;13.8;0.0
05/04/2015;20:00:00;5;2.0;12;;83;52;4.3;13.2;0.0
05/04/2015;21:00:00;5;1.3;14;;78;58;3.1;12.6;0.0
05/04/2015;22:00:00;5;1.3;21;;69;146;2.4;12.4;0.0
05/04/2015;23:00:00;5;1.2;17;;66;56;2.1;11.6;0.0
05/04/2015;0:00:00;5;1.2;28;;48;75;0.8;10.4;0.0
06/04/2015;1:00:00;6;1.2;35;;37;315;1.1;9.9;0.0
06/04/2015;2:00:00;6;4.5;44;;21;283;1.2;9.2;0.0
06/04/2015;3:00:00;5;1.5;22;;32;295;1.1;8.7;0.0
06/04/2015;4:00:00;5;2.0;12;;48;297;1.0;8.8;0.0
06/04/2015;5:00:00;5;7.5;35;;14;198;1.4;7.4;0.0
06/04/2015;6:00:00;5;15.2;39;;18;300;1.6;7.5;0.0
06/04/2015;7:00:00;6;51.6;48;;4;160;1.6;7.0;0.0
06/04/2015;8:00:00;5;15.8;37;;20;214;1.2;8.9;0.0
06/04/2015;9:00:00;6;7.3;21;;59;296;3.3;13.1;0.0
06/04/2015;10:00:00;5;1.8;8;;85;122;6.0;14.7;0.0
06/04/2015;11:00:00;5;1.6;7;;89;74;6.7;15.4;0.0
06/04/2015;12:00:00;5;1.7;8;;92;79;6.8;16.2;0.0
06/04/2015;13:00:00;5;1.7;8;;93;76;6.7;17.3;0.0
06/04/2015;14:00:00;5;1.5;7;;95;117;6.0;18.0;0.0
06/04/2015;15:00:00;5;1.6;7;;96;78;6.7;17.9;0.0
06/04/2015;16:00:00;5;1.4;7;;98;74;6.8;17.6;0.0
06/04/2015;17:00:00;5;1.4;8;;100;59;7.3;17.0;0.0
06/04/2015;18:00:00;5;1.6;10;;101;60;6.9;16.0;0.0
06/04/2015;19:00:00;5;1.5;13;;95;65;5.2;14.5;0.0
06/04/2015;20:00:00;5;1.7;18;;87;83;3.5;13.1;0.0
06/04/2015;21:00:00;5;1.4;28;;67;206;2.3;12.4;0.0
06/04/2015;22:00:00;6;1.6;31;;56;75;2.0;11.6;0.0
06/04/2015;23:00:00;5;1.3;19;;63;49;1.9;10.9;0.0
06/04/2015;0:00:00;5;1.3;19;;57;98;1.7;10.0;0.0
07/04/2015;1:00:00;5;1.0;12;;53;75;1.6;8.7;0.0
07/04/2015;2:00:00;5;1.1;14;;42;156;0.9;7.9;0.0
07/04/2015;3:00:00;5;0.9;12;;56;313;1.5;8.7;0.0
07/04/2015;4:00:00;5;0.9;14;;56;317;1.7;8.4;0.0
07/04/2015;5:00:00;5;1.1;11;;56;323;2.4;8.3;0.0
07/04/2015;6:00:00;5;5.7;45;;34;303;2.3;9.1;0.0
07/04/2015;7:00:00;5;20.7;74;;18;311;3.3;10.1;0.0
07/04/2015;8:00:00;5;11.3;49;;45;290;3.6;11.6;0.0
07/04/2015;9:00:00;5;5.8;24;;78;159;5.0;13.3;0.0
07/04/2015;10:00:00;5;4.6;20;;81;67;3.9;13.6;0.0
07/04/2015;11:00:00;6;3.5;17;;88;93;4.3;14.9;0.0
07/04/2015;12:00:00;5;3.2;15;;92;81;5.3;15.5;0.0
07/04/2015;13:00:00;6;2.8;11;;110;85;5.9;16.7;0.0
07/04/2015;14:00:00;10;13.4;15;;96;115;6.4;16.7;0.0
07/04/2015;15:00:00;5;3.7;16;;95;78;6.4;17.3;0.0
07/04/2015;16:00:00;5;4.0;17;;94;74;6.5;17.5;0.0
07/04/2015;17:00:00;6;3.9;18;;97;67;7.0;17.2;0.0
07/04/2015;18:00:00;6;5.8;28;;94;67;6.7;16.5;0.0
07/04/2015;19:00:00;6;2.8;28;;95;74;5.4;15.4;0.0
07/04/2015;20:00:00;6;2.7;41;;76;79;3.7;13.8;0.0
07/04/2015;21:00:00;6;1.8;37;;67;145;2.3;12.3;0.0
07/04/2015;22:00:00;5;1.2;30;;67;227;1.8;11.2;0.0
07/04/2015;23:00:00;6;1.7;36;;52;91;1.6;10.1;0.0
07/04/2015;0:00:00;5;1.3;22;;59;94;1.6;8.7;0.0
08/04/2015;1:00:00;5;3.7;25;;43;59;1.2;7.5;0.0
08/04/2015;2:00:00;5;1.1;26;;47;198;1.4;7.7;0.0
08/04/2015;3:00:00;5;1.7;32;;35;298;1.2;7.3;0.0
08/04/2015;4:00:00;5;7.4;52;;12;224;1.1;6.3;0.0
08/04/2015;5:00:00;6;19.9;64;;15;276;1.8;6.3;0.0
08/04/2015;6:00:00;6;12.7;62;;26;165;2.0;6.5;0.0
08/04/2015;7:00:00;6;45.0;91;;12;206;1.7;6.6;0.0
08/04/2015;8:00:00;7;76.4;99;;10;317;2.3;7.9;0.0
08/04/2015;9:00:00;6;14.6;41;;57;182;3.4;11.2;0.0
08/04/2015;10:00:00;6;4.3;19;;91;96;4.5;13.8;0.0
08/04/2015;11:00:00;6;4.0;19;;94;84;4.0;15.0;0.0
08/04/2015;12:00:00;5;2.5;12;;100;106;3.3;15.9;0.0
08/04/2015;13:00:00;5;1.5;7;;103;139;2.5;17.1;0.0
08/04/2015;14:00:00;5;1.3;6;;106;132;2.3;17.7;0.0
08/04/2015;15:00:00;5;1.6;10;;105;97;3.0;17.9;0.0
08/04/2015;16:00:00;5;2.2;13;;101;83;3.2;17.9;0.0
08/04/2015;17:00:00;5;2.3;16;;99;90;3.5;17.5;0.0
08/04/2015;18:00:00;5;3.1;22;;94;66;3.9;16.8;0.0
08/04/2015;19:00:00;5;3.3;30;;82;67;3.7;15.5;0.0
08/04/2015;20:00:00;6;3.2;45;;67;75;2.8;13.6;0.0
08/04/2015;21:00:00;6;3.0;44;;61;58;2.3;12.1;0.0
08/04/2015;22:00:00;5;1.6;35;;60;155;1.7;11.0;0.0
08/04/2015;23:00:00;5;1.7;49;;43;305;1.2;10.2;0.0
08/04/2015;0:00:00;6;2.0;38;;49;158;1.5;9.2;0.0
09/04/2015;1:00:00;6;1.2;17;;60;169;1.7;8.1;0.0
09/04/2015;2:00:00;5;1.2;11;;63;87;2.2;7.6;0.0
09/04/2015;3:00:00;5;1.1;11;;63;52;2.4;7.3;0.0
09/04/2015;4:00:00;5;1.2;19;;58;75;2.7;7.0;0.0
09/04/2015;5:00:00;5;1.9;39;;44;107;2.3;7.1;0.0
09/04/2015;6:00:00;6;61.1;81;;10;217;1.3;6.7;0.0
09/04/2015;7:00:00;8;175.6;112;;1;179;1.5;6.9;0.0
09/04/2015;8:00:00;6;73.5;93;;9;220;1.5;9.0;0.0
09/04/2015;9:00:00;6;13.6;43;;67;209;3.1;13.1;0.0
09/04/2015;10:00:00;6;3.9;18;;96;92;3.7;14.7;0.0
09/04/2015;11:00:00;5;3.4;17;;99;92;4.2;16.4;0.0
09/04/2015;12:00:00;6;2.5;14;;105;91;4.0;18.3;0.0
09/04/2015;13:00:00;5;2.1;11;;109;101;3.7;19.4;0.0
09/04/2015;14:00:00;5;1.5;8;;109;118;3.7;20.2;0.0
09/04/2015;15:00:00;5;2.4;13;;105;109;4.5;20.1;0.0
09/04/2015;16:00:00;;;;;;;;;
09/04/2015;17:00:00;11;1.1;2;;102;98;3.7;19.3;0.0
09/04/2015;18:00:00;6;4.4;21;;100;94;4.0;18.8;0.0
09/04/2015;19:00:00;5;2.5;32;;94;77;3.5;17.5;0.0
09/04/2015;20:00:00;5;1.7;30;;91;50;3.1;15.2;0.0
09/04/2015;21:00:00;6;1.7;38;;76;59;2.4;13.5;0.0
09/04/2015;22:00:00;6;1.5;28;;82;86;2.3;12.3;0.0
09/04/2015;23:00:00;6;1.2;40;;74;198;1.6;12.3;0.0
09/04/2015;0:00:00;6;1.2;26;;73;81;1.4;11.0;0.0
10/04/2015;1:00:00;6;1.2;20;;69;67;2.0;10.0;0.0
10/04/2015;2:00:00;5;1.1;10;;83;68;2.5;9.8;0.0
10/04/2015;3:00:00;5;1.0;16;;77;174;1.9;9.8;0.0
10/04/2015;4:00:00;5;1.1;24;;66;101;0.9;9.9;0.0
10/04/2015;5:00:00;5;2.9;54;;42;205;1.6;9.7;0.0
10/04/2015;6:00:00;6;47.8;114;;5;271;1.1;10.1;0.0
10/04/2015;7:00:00;6;65.7;129;;2;315;1.6;10.9;0.0
10/04/2015;8:00:00;6;61.6;105;;24;317;2.7;12.5;0.0
10/04/2015;9:00:00;6;6.1;33;;86;191;4.0;14.6;0.0
10/04/2015;10:00:00;6;4.1;20;;99;116;4.3;15.6;0.0
10/04/2015;11:00:00;5;4.2;21;;97;149;3.7;17.1;0.0
10/04/2015;12:00:00;5;2.5;14;;105;140;3.5;18.2;0.0
10/04/2015;13:00:00;5;2.7;15;;109;140;3.6;18.9;0.0
10/04/2015;14:00:00;6;2.3;15;;107;122;3.9;19.4;0.0
10/04/2015;15:00:00;5;2.1;14;;108;91;3.4;19.8;0.0
10/04/2015;16:00:00;5;2.6;16;;108;120;3.6;20.0;0.0
10/04/2015;17:00:00;5;2.0;16;;103;123;3.7;19.7;0.0
10/04/2015;18:00:00;5;2.9;23;;95;64;4.5;18.5;0.0
10/04/2015;19:00:00;5;2.7;30;;89;69;4.0;17.1;0.0
10/04/2015;20:00:00;5;2.2;38;;86;64;3.8;15.8;0.0
10/04/2015;21:00:00;5;2.1;30;;82;57;3.0;14.7;0.0
10/04/2015;22:00:00;6;1.2;25;;80;127;2.2;14.0;0.0
10/04/2015;23:00:00;6;1.2;30;;74;310;1.9;13.6;0.0
10/04/2015;0:00:00;6;1.2;40;;64;316;1.7;13.4;0.0
11/04/2015;1:00:00;6;1.0;14;;72;317;2.1;12.9;0.0
11/04/2015;2:00:00;5;1.0;13;;59;297;1.7;12.1;0.0
11/04/2015;3:00:00;5;1.7;12;;59;312;1.6;11.8;0.0
11/04/2015;4:00:00;6;1.1;22;;52;319;2.1;11.0;0.0
11/04/2015;5:00:00;6;2.6;41;;41;251;2.1;11.4;0.0
11/04/2015;6:00:00;6;12.5;71;;18;268;2.1;11.5;0.0
11/04/2015;7:00:00;6;22.0;78;;18;252;2.1;11.6;0.0
