Fecha;Hora;S02;NO;NO2;PM10;O3;dd;vv;TMP;LL
17/05/2015;14:00:00;4;1.9;5;20;105;219;4.1;24.2;0.0
17/05/2015;15:00:00;4;1.4;6;23;105;216;3.9;24.5;0.0
17/05/2015;16:00:00;4;2.7;7;28;104;219;3.8;24.6;0.0
17/05/2015;17:00:00;4;0.7;3;37;110;192;4.8;22.6;0.0
17/05/2015;18:00:00;4;0.0;2;16;107;199;4.1;21.8;0.0
17/05/2015;19:00:00;4;0.1;2;13;108;207;3.0;21.6;0.0
17/05/2015;20:00:00;4;0.0;2;16;106;212;2.5;20.7;0.0
17/05/2015;21:00:00;4;0.0;1;16;103;210;2.5;19.8;0.0
17/05/2015;22:00:00;4;0.2;3;17;99;218;2.0;19.6;0.0
17/05/2015;23:00:00;4;0.1;2;14;98;234;1.5;19.6;0.0
17/05/2015;0:00:00;4;0.6;12;9;81;263;0.8;19.1;0.0
18/05/2015;1:00:00;5;1.2;31;9;40;272;0.6;17.4;0.0
18/05/2015;2:00:00;5;1.1;28;16;30;132;0.8;16.5;0.0
18/05/2015;3:00:00;5;1.1;19;10;40;311;0.8;16.2;0.0
18/05/2015;4:00:00;5;1.3;23;17;28;322;1.0;15.6;0.0
18/05/2015;5:00:00;5;1.2;22;10;37;304;0.6;15.3;0.0
18/05/2015;6:00:00;5;10.0;52;16;18;310;0.9;15.0;0.0
18/05/2015;7:00:00;6;48.9;61;34;5;75;1.4;15.3;0.0
18/05/2015;8:00:00;5;28.5;56;36;25;148;0.9;18.6;0.0
18/05/2015;9:00:00;5;3.8;20;24;68;190;1.6;19.6;0.0
18/05/2015;10:00:00;4;1.2;5;16;89;200;2.4;20.6;0.0
18/05/2015;11:00:00;8;1.9;4;15;95;207;3.0;21.6;0.0
18/05/2015;12:00:00;4;8.2;5;14;96;211;4.4;21.9;0.0
18/05/2015;13:00:00;3;2.0;6;13;91;212;4.5;22.4;0.0
18/05/2015;14:00:00;3;2.0;8;13;91;212;3.9;22.6;0.0
18/05/2015;15:00:00;4;1.5;5;12;95;211;3.5;22.6;0.0
18/05/2015;16:00:00;3;1.9;9;9;93;206;2.6;22.9;0.0
18/05/2015;17:00:00;4;1.3;6;12;98;226;2.6;22.9;0.0
18/05/2015;18:00:00;4;0.8;3;6;101;225;2.5;23.1;0.0
18/05/2015;19:00:00;3;0.6;2;18;100;226;2.5;22.4;0.0
18/05/2015;20:00:00;4;0.5;1;20;94;218;2.4;21.1;0.0
18/05/2015;21:00:00;4;0.3;2;10;94;176;1.5;19.9;0.0
18/05/2015;22:00:00;4;0.7;5;18;85;133;0.7;19.7;0.0
18/05/2015;23:00:00;4;1.7;49;15;42;266;0.7;19.5;0.0
18/05/2015;0:00:00;4;1.2;26;9;45;312;1.8;18.5;0.0
19/05/2015;1:00:00;4;1.2;30;14;38;286;1.3;17.4;0.0
19/05/2015;2:00:00;4;1.1;30;13;39;319;1.5;16.9;0.0
19/05/2015;3:00:00;4;1.1;21;12;42;282;1.6;16.1;0.0
19/05/2015;4:00:00;4;1.4;28;13;37;291;1.6;15.6;0.0
19/05/2015;5:00:00;4;6.1;45;16;17;120;2.0;14.5;0.0
19/05/2015;6:00:00;5;51.1;88;30;5;321;2.0;15.8;0.0
19/05/2015;7:00:00;5;54.8;94;48;8;326;2.0;17.4;0.0
19/05/2015;8:00:00;5;54.9;93;82;19;274;1.5;20.2;0.0
19/05/2015;9:00:00;4;6.8;34;38;69;175;2.4;22.7;0.0
19/05/2015;10:00:00;4;4.6;23;31;81;152;3.7;23.7;0.0
19/05/2015;11:00:00;4;4.6;25;38;80;83;4.5;23.9;0.0
19/05/2015;12:00:00;4;5.0;26;32;82;124;4.8;23.7;0.0
19/05/2015;13:00:00;4;3.3;17;36;94;202;5.3;23.7;0.0
19/05/2015;14:00:00;4;2.8;15;42;90;95;6.7;22.1;0.0
19/05/2015;15:00:00;3;3.5;14;59;89;108;7.9;22.1;0.0
19/05/2015;16:00:00;3;3.5;13;38;86;117;7.1;21.5;0.0
19/05/2015;17:00:00;3;3.3;13;41;85;100;7.6;20.5;0.0
19/05/2015;18:00:00;4;3.1;17;34;80;107;6.4;19.6;0.0
19/05/2015;19:00:00;4;2.4;16;30;78;57;6.6;18.8;0.0
19/05/2015;20:00:00;4;1.6;11;32;72;109;6.3;17.9;0.1
19/05/2015;21:00:00;3;1.4;9;22;68;155;6.3;17.0;0.3
19/05/2015;22:00:00;4;1.2;5;17;67;98;5.9;17.0;0.3
19/05/2015;23:00:00;4;1.2;5;16;64;107;4.7;17.2;0.3
19/05/2015;0:00:00;3;1.2;4;16;64;119;5.2;16.7;0.5
20/05/2015;1:00:00;3;1.0;3;17;64;148;4.1;16.1;1.3
20/05/2015;2:00:00;3;0.8;2;14;61;85;3.8;15.5;1.3
20/05/2015;3:00:00;3;0.8;5;13;63;155;4.3;15.0;1.8
20/05/2015;4:00:00;4;1.1;11;18;58;159;3.2;15.2;1.8
20/05/2015;5:00:00;4;1.2;8;18;61;59;3.4;15.3;1.8
20/05/2015;6:00:00;4;2.4;20;20;50;68;3.9;15.1;1.8
20/05/2015;7:00:00;4;7.1;31;23;40;113;3.5;15.2;1.8
20/05/2015;8:00:00;4;8.1;29;26;55;203;4.9;16.2;1.8
20/05/2015;9:00:00;4;5.0;18;28;70;160;6.9;16.9;1.8
20/05/2015;10:00:00;4;4.4;16;27;74;174;6.2;17.7;1.8
20/05/2015;11:00:00;4;4.1;14;28;79;104;6.7;18.0;1.8
20/05/2015;12:00:00;4;3.9;19;26;76;101;5.2;17.9;1.8
20/05/2015;13:00:00;5;4.5;18;26;76;177;4.2;18.5;1.8
20/05/2015;14:00:00;4;2.6;13;24;80;209;2.6;19.7;1.8
20/05/2015;15:00:00;4;3.5;22;26;73;159;3.2;18.7;1.8
20/05/2015;16:00:00;4;3.0;19;25;76;92;2.8;18.3;1.8
20/05/2015;17:00:00;4;1.5;6;23;87;192;1.3;18.9;1.8
20/05/2015;18:00:00;4;1.1;6;23;88;244;1.7;18.6;1.8
20/05/2015;19:00:00;4;1.2;21;23;67;303;1.4;18.2;1.8
20/05/2015;20:00:00;4;1.0;12;18;77;194;1.0;17.8;1.8
20/05/2015;21:00:00;4;1.6;22;23;63;89;2.4;16.7;1.8
20/05/2015;22:00:00;3;2.2;38;23;45;103;1.3;16.2;1.8
20/05/2015;23:00:00;4;2.4;41;23;34;305;1.1;15.8;1.8
20/05/2015;0:00:00;4;2.0;32;22;34;317;0.9;15.6;1.8
21/05/2015;1:00:00;4;3.1;30;23;18;252;1.0;14.6;1.8
21/05/2015;2:00:00;4;2.1;22;17;16;152;1.1;14.1;0.0
21/05/2015;3:00:00;4;1.2;17;16;23;113;1.2;13.3;0.0
21/05/2015;4:00:00;4;7.8;36;19;9;270;1.0;13.4;0.0
21/05/2015;5:00:00;4;4.9;23;19;12;303;1.2;14.1;0.1
21/05/2015;6:00:00;4;2.0;29;16;21;312;1.6;14.3;0.4
21/05/2015;7:00:00;4;10.9;35;10;40;99;4.5;13.3;1.3
21/05/2015;8:00:00;4;7.2;32;14;51;68;4.2;12.2;3.4
21/05/2015;9:00:00;4;9.7;34;12;45;67;2.4;13.0;3.5
21/05/2015;10:00:00;4;9.0;25;12;59;70;3.8;15.5;3.5
21/05/2015;11:00:00;4;5.7;18;13;72;77;4.7;17.6;3.5
21/05/2015;12:00:00;4;3.8;15;16;77;82;3.8;18.5;3.5
21/05/2015;13:00:00;4;1.9;9;19;84;119;2.4;19.3;3.5
21/05/2015;14:00:00;4;1.1;3;23;92;204;3.2;18.9;3.5
21/05/2015;15:00:00;4;1.0;2;24;95;208;4.6;18.6;3.5
21/05/2015;16:00:00;4;1.8;4;23;94;235;3.8;18.5;3.5
21/05/2015;17:00:00;3;0.6;2;19;96;216;3.5;19.5;3.5
21/05/2015;18:00:00;3;0.7;2;20;96;211;4.1;19.1;3.5
21/05/2015;19:00:00;3;0.7;3;19;95;212;4.4;18.3;3.5
21/05/2015;20:00:00;3;0.4;2;17;97;216;3.6;17.7;3.5
21/05/2015;21:00:00;3;0.9;2;17;96;223;3.3;17.1;3.5
21/05/2015;22:00:00;3;0.5;2;17;95;225;2.6;17.1;3.5
21/05/2015;23:00:00;3;0.8;12;14;81;253;2.0;16.7;3.5
21/05/2015;0:00:00;3;3.0;35;16;30;272;1.8;14.3;3.5
22/05/2015;1:00:00;3;1.4;21;12;40;279;1.7;13.9;3.5
22/05/2015;2:00:00;3;1.9;30;13;25;194;1.4;13.2;0.0
22/05/2015;3:00:00;4;2.2;23;12;17;61;1.4;11.9;0.0
22/05/2015;4:00:00;4;14.0;42;14;8;207;1.6;11.6;0.0
22/05/2015;5:00:00;3;21.8;55;18;4;175;1.3;12.0;0.0
22/05/2015;6:00:00;5;47.7;58;24;3;164;1.4;12.1;0.0
22/05/2015;7:00:00;4;75.2;73;36;2;289;1.3;13.4;0.0
22/05/2015;8:00:00;4;34.1;69;38;9;316;1.1;14.8;0.0
22/05/2015;9:00:00;4;16.5;53;24;31;295;1.3;16.4;0.0
22/05/2015;10:00:00;3;5.5;21;23;65;234;1.9;17.9;0.0
22/05/2015;11:00:00;3;2.6;6;16;92;204;4.0;19.2;0.0
22/05/2015;12:00:00;3;2.2;3;15;95;199;4.7;18.9;0.0
22/05/2015;13:00:00;3;1.2;3;14;99;198;5.0;19.5;0.0
22/05/2015;14:00:00;3;1.1;2;17;100;200;5.4;20.1;0.0
22/05/2015;15:00:00;3;1.1;2;16;99;207;6.1;19.7;0.0
22/05/2015;16:00:00;3;1.7;4;17;102;215;6.7;19.9;0.0
22/05/2015;17:00:00;3;1.0;2;29;107;227;5.7;20.3;0.0
22/05/2015;18:00:00;3;0.8;2;25;108;228;5.3;19.2;0.0
22/05/2015;19:00:00;3;0.9;4;24;107;237;5.4;19.1;0.0
22/05/2015;20:00:00;3;0.8;2;22;106;233;4.1;18.7;0.0
22/05/2015;21:00:00;3;0.7;5;19;102;255;2.6;17.9;0.0
22/05/2015;22:00:00;3;0.9;4;20;101;243;2.0;17.7;0.0
22/05/2015;23:00:00;3;1.6;29;15;65;298;1.4;16.4;0.0
22/05/2015;0:00:00;3;2.5;34;16;42;313;1.5;15.0;0.0
23/05/2015;1:00:00;3;1.9;31;15;38;269;1.5;14.1;0.0
23/05/2015;2:00:00;3;2.3;33;14;26;109;1.2;12.6;0.0
23/05/2015;3:00:00;3;1.6;22;15;28;60;1.5;11.8;0.0
23/05/2015;4:00:00;3;5.4;35;17;13;63;1.4;11.6;0.0
23/05/2015;5:00:00;4;20.8;44;20;7;55;1.2;11.0;0.0
23/05/2015;6:00:00;4;42.9;55;24;4;136;1.2;10.9;0.0
23/05/2015;7:00:00;4;77.5;73;40;4;160;1.2;12.7;0.0
23/05/2015;8:00:00;4;21.7;53;25;26;105;1.0;15.4;0.0
23/05/2015;9:00:00;4;4.0;23;23;70;187;1.2;18.2;0.0
23/05/2015;10:00:00;3;1.5;9;18;90;181;2.2;19.4;0.0
23/05/2015;11:00:00;3;1.1;3;18;105;208;3.3;21.2;0.0
23/05/2015;12:00:00;3;2.6;12;20;99;214;5.0;21.9;0.0
23/05/2015;13:00:00;4;2.0;8;30;99;214;6.2;21.8;0.0
23/05/2015;14:00:00;4;1.1;2;15;105;221;5.8;22.3;0.0
23/05/2015;15:00:00;4;1.2;3;26;111;224;4.5;22.7;0.0
23/05/2015;16:00:00;3;1.1;4;18;100;286;3.4;23.9;0.0
23/05/2015;17:00:00;3;1.1;5;12;97;299;3.6;23.9;0.0
23/05/2015;18:00:00;3;1.2;5;7;95;311;3.3;24.1;0.0
23/05/2015;19:00:00;3;1.5;10;31;92;276;3.0;22.7;0.0
23/05/2015;20:00:00;3;1.0;5;31;98;229;3.5;20.2;0.0
23/05/2015;21:00:00;4;0.8;3;17;98;216;2.3;19.0;0.0
23/05/2015;22:00:00;3;0.6;2;20;94;192;1.1;18.1;0.0
23/05/2015;23:00:00;3;1.0;16;15;80;193;1.4;17.8;0.0
23/05/2015;0:00:00;4;3.7;61;24;28;241;1.4;16.4;0.0
24/05/2015;1:00:00;4;1.3;23;20;51;199;1.6;15.0;0.0
24/05/2015;2:00:00;3;1.3;35;15;40;286;1.2;14.6;0.0
24/05/2015;3:00:00;4;1.2;29;12;46;301;1.2;14.2;0.0
24/05/2015;4:00:00;3;2.1;31;12;35;154;1.4;13.8;0.0
24/05/2015;5:00:00;3;8.6;38;22;21;141;1.3;13.0;0.0
24/05/2015;6:00:00;4;20.8;62;22;8;149;1.3;13.2;0.0
24/05/2015;7:00:00;4;13.2;43;32;20;113;1.3;13.8;0.0
24/05/2015;8:00:00;4;10.7;41;23;31;226;0.6;17.4;0.0
24/05/2015;9:00:00;6;10.3;41;27;47;199;1.1;19.1;0.0
24/05/2015;10:00:00;5;5.1;27;22;65;217;1.4;19.4;0.0
24/05/2015;11:00:00;4;2.9;17;19;78;208;1.8;20.4;0.0
24/05/2015;12:00:00;4;1.2;6;22;100;211;2.6;21.5;0.0
24/05/2015;13:00:00;3;1.1;4;10;112;210;3.0;21.6;0.0
24/05/2015;14:00:00;4;1.0;2;9;114;210;2.4;22.1;0.0
24/05/2015;15:00:00;3;1.1;3;17;116;214;2.1;22.5;0.0
24/05/2015;16:00:00;4;1.3;6;16;115;214;2.4;22.5;0.0
24/05/2015;17:00:00;4;1.0;2;14;117;204;2.7;21.9;0.0
24/05/2015;18:00:00;3;1.0;2;23;117;200;2.7;21.6;0.0
24/05/2015;19:00:00;3;0.8;2;15;116;210;2.8;20.5;0.0
24/05/2015;20:00:00;3;0.9;2;18;114;202;2.6;19.9;0.0
24/05/2015;21:00:00;3;0.8;10;11;100;142;0.8;19.0;0.0
24/05/2015;22:00:00;3;1.1;45;20;64;321;0.8;19.1;0.0
24/05/2015;23:00:00;4;2.7;43;21;53;215;0.9;18.2;0.0
24/05/2015;0:00:00;4;2.8;58;22;32;191;1.4;16.9;0.0
25/05/2015;1:00:00;4;1.2;25;16;54;238;1.4;16.9;0.0
25/05/2015;2:00:00;4;1.3;23;18;34;59;1.4;14.7;0.0
25/05/2015;3:00:00;4;1.2;22;15;43;242;0.9;14.9;0.0
25/05/2015;4:00:00;3;8.8;35;21;21;165;0.9;14.3;0.0
25/05/2015;5:00:00;4;29.0;59;26;6;90;1.2;13.9;0.0
25/05/2015;6:00:00;5;55.3;79;30;4;210;1.0;14.2;0.0
25/05/2015;7:00:00;5;63.4;88;40;7;174;1.2;15.4;0.0
25/05/2015;8:00:00;7;62.7;86;84;23;268;1.2;18.5;0.0
25/05/2015;9:00:00;7;13.0;56;24;58;192;0.9;22.0;0.0
25/05/2015;10:00:00;6;7.1;38;23;75;238;1.4;22.5;0.0
25/05/2015;11:00:00;4;3.9;22;31;89;222;1.5;22.1;0.0
25/05/2015;12:00:00;5;3.4;17;38;90;163;4.0;25.1;0.0
25/05/2015;13:00:00;4;3.3;16;28;99;95;6.0;25.1;0.0
25/05/2015;14:00:00;4;2.7;14;25;99;128;5.6;25.6;0.0
25/05/2015;15:00:00;4;2.9;14;22;97;180;5.0;26.1;0.0
25/05/2015;16:00:00;3;3.3;16;25;96;117;6.4;25.6;0.0
25/05/2015;17:00:00;4;3.2;14;26;94;85;6.8;25.2;0.0
25/05/2015;18:00:00;4;2.8;14;19;88;111;6.4;24.4;0.0
25/05/2015;19:00:00;4;3.2;16;21;76;71;5.6;23.8;0.0
25/05/2015;20:00:00;4;2.3;18;20;72;86;4.2;22.4;0.0
25/05/2015;21:00:00;3;1.5;24;22;64;119;2.0;20.9;0.0
25/05/2015;22:00:00;3;1.4;29;22;58;91;1.2;20.0;0.0
25/05/2015;23:00:00;4;1.3;33;20;55;207;1.2;19.7;0.0
25/05/2015;0:00:00;4;5.3;66;24;18;118;0.5;19.1;0.0
26/05/2015;1:00:00;4;2.9;43;26;21;178;0.9;17.9;0.0
26/05/2015;2:00:00;4;2.0;27;24;18;65;0.7;17.0;0.0
26/05/2015;3:00:00;4;1.8;31;22;16;96;0.3;17.9;0.0
26/05/2015;4:00:00;4;2.7;34;21;17;74;0.7;17.9;0.0
26/05/2015;5:00:00;4;12.4;42;25;6;84;0.4;18.1;0.0
26/05/2015;6:00:00;4;4.3;21;37;58;191;1.2;19.0;0.0
26/05/2015;7:00:00;3;2.9;18;22;82;244;1.6;19.7;0.0
26/05/2015;8:00:00;3;2.8;22;22;81;234;1.6;20.1;0.0
26/05/2015;9:00:00;3;2.1;12;20;89;234;2.7;21.1;0.0
26/05/2015;10:00:00;3;1.9;7;22;94;225;2.7;21.9;0.0
26/05/2015;11:00:00;4;1.2;3;16;97;210;3.3;22.0;0.0
26/05/2015;12:00:00;4;1.1;3;11;94;201;4.7;22.4;0.0
26/05/2015;13:00:00;3;1.8;8;18;90;211;5.6;22.4;0.0
26/05/2015;14:00:00;3;1.1;3;19;96;206;4.7;22.6;0.0
26/05/2015;15:00:00;4;1.0;2;18;109;206;5.2;22.6;0.0
26/05/2015;16:00:00;4;1.7;3;18;111;210;4.6;23.0;0.0
26/05/2015;17:00:00;4;1.1;4;9;102;169;3.2;23.4;0.0
26/05/2015;18:00:00;4;2.1;12;13;83;103;3.5;23.6;0.0
26/05/2015;19:00:00;4;3.0;23;12;78;73;4.3;22.3;0.0
26/05/2015;20:00:00;4;1.7;20;22;81;124;3.7;21.1;0.0
26/05/2015;21:00:00;5;2.0;35;33;68;77;2.8;20.1;0.0
26/05/2015;22:00:00;5;1.2;23;35;68;66;1.8;18.9;0.0
26/05/2015;23:00:00;4;2.2;40;31;48;264;0.7;18.5;0.0
26/05/2015;0:00:00;4;1.8;52;32;31;110;0.1;17.7;0.0
27/05/2015;1:00:00;4;7.9;54;33;21;147;0.5;17.1;0.0
27/05/2015;2:00:00;5;1.4;22;26;30;61;1.3;15.9;0.0
27/05/2015;3:00:00;5;1.4;23;21;30;178;1.1;15.3;0.0
27/05/2015;4:00:00;5;1.3;22;17;41;302;1.2;15.4;0.0
27/05/2015;5:00:00;4;12.6;49;21;11;123;1.3;14.5;0.0
27/05/2015;6:00:00;5;41.1;59;30;4;70;1.2;14.0;0.0
27/05/2015;7:00:00;6;82.4;79;47;4;116;1.2;15.4;0.0
27/05/2015;8:00:00;5;51.2;70;56;13;188;1.1;18.6;0.0
27/05/2015;9:00:00;5;8.5;34;34;61;193;1.1;21.5;0.0
27/05/2015;10:00:00;5;1.9;11;29;86;191;2.2;21.3;0.0
27/05/2015;11:00:00;4;1.2;4;24;98;194;2.9;21.8;0.0
27/05/2015;12:00:00;4;1.6;3;20;103;205;3.5;22.4;0.0
27/05/2015;13:00:00;4;0.9;2;22;99;201;4.7;22.5;0.0
27/05/2015;14:00:00;4;1.4;4;27;98;198;4.6;22.7;0.0
27/05/2015;15:00:00;4;0.8;2;26;98;194;4.7;22.6;0.0
27/05/2015;16:00:00;4;1.1;3;20;99;198;4.7;22.5;0.0
27/05/2015;17:00:00;4;1.5;3;19;101;210;4.6;22.5;0.0
27/05/2015;18:00:00;4;0.8;2;28;99;201;4.2;22.0;0.0
27/05/2015;19:00:00;4;0.5;2;24;95;193;4.2;20.8;0.0
27/05/2015;20:00:00;4;0.4;2;23;96;191;3.6;20.1;0.0
27/05/2015;21:00:00;4;0.6;2;21;95;185;2.8;19.5;0.0
27/05/2015;22:00:00;4;0.3;2;21;96;182;2.5;19.5;0.0
27/05/2015;23:00:00;4;0.7;13;14;85;113;1.2;19.3;0.0
27/05/2015;0:00:00;5;1.2;25;21;71;84;1.8;18.9;0.0
28/05/2015;1:00:00;5;1.1;22;23;64;78;1.3;18.1;0.0
28/05/2015;2:00:00;5;1.1;28;26;54;287;0.6;17.9;0.0
28/05/2015;3:00:00;5;1.4;21;25;36;55;1.4;15.7;0.0
28/05/2015;4:00:00;5;2.3;35;28;23;131;1.0;15.7;0.0
28/05/2015;5:00:00;5;14.1;47;26;9;74;0.9;15.0;0.0
28/05/2015;6:00:00;5;26.3;44;28;5;54;1.2;14.2;0.0
28/05/2015;7:00:00;5;37.9;56;38;8;165;1.4;15.7;0.0
28/05/2015;8:00:00;5;21.2;52;39;28;182;1.0;18.4;0.0
28/05/2015;9:00:00;4;4.4;23;35;68;206;1.1;20.5;0.0
28/05/2015;10:00:00;5;1.4;8;28;85;192;1.9;20.3;0.0
28/05/2015;11:00:00;4;1.7;5;26;98;204;3.1;21.2;0.0
28/05/2015;12:00:00;4;1.0;2;21;104;210;4.0;21.5;0.0
28/05/2015;13:00:00;4;0.8;2;21;97;207;4.4;22.2;0.0
28/05/2015;14:00:00;4;0.6;1;20;95;212;4.7;22.3;0.0
28/05/2015;15:00:00;4;0.8;2;22;105;212;4.3;22.6;0.0
28/05/2015;16:00:00;4;1.0;3;16;105;209;3.6;22.6;0.0
28/05/2015;17:00:00;4;0.5;2;10;105;200;3.0;22.6;0.0
28/05/2015;18:00:00;5;0.9;3;11;105;205;3.0;22.4;0.0
28/05/2015;19:00:00;4;0.5;2;10;110;210;3.0;22.0;0.0
28/05/2015;20:00:00;4;0.4;2;13;110;211;1.8;21.2;0.0
28/05/2015;21:00:00;4;0.5;6;17;105;210;1.6;20.1;0.0
28/05/2015;22:00:00;4;0.3;2;15;104;169;1.1;19.7;0.0
28/05/2015;23:00:00;4;4.2;53;19;48;115;0.9;19.1;0.0
28/05/2015;0:00:00;5;3.8;56;23;29;319;1.4;17.9;0.0
29/05/2015;1:00:00;5;1.4;39;21;38;325;1.4;16.9;0.0
29/05/2015;2:00:00;5;1.1;26;19;49;330;1.5;16.4;0.0
29/05/2015;3:00:00;4;1.1;18;13;52;323;1.7;15.7;0.0
29/05/2015;4:00:00;5;1.5;30;17;39;320;1.7;15.1;0.0
29/05/2015;5:00:00;5;21.4;59;27;16;260;1.6;14.7;0.0
29/05/2015;6:00:00;5;26.4;77;30;8;275;1.4;14.8;0.0
29/05/2015;7:00:00;5;32.7;81;37;15;310;1.6;16.4;0.0
29/05/2015;8:00:00;4;13.9;51;31;49;163;1.9;18.8;0.0
29/05/2015;9:00:00;4;5.0;30;15;82;140;1.9;22.1;0.0
29/05/2015;10:00:00;4;16.3;46;27;80;228;1.9;23.4;0.0
29/05/2015;11:00:00;4;5.7;18;44;99;217;4.4;22.8;0.0
29/05/2015;12:00:00;4;15.2;6;26;101;234;4.1;22.3;0.0
29/05/2015;13:00:00;4;1.3;5;15;107;246;4.0;22.9;0.0
29/05/2015;14:00:00;3;0.9;2;27;110;216;5.2;23.1;0.0
29/05/2015;15:00:00;4;1.1;2;11;109;202;4.1;23.8;0.0
29/05/2015;16:00:00;4;2.5;17;3;102;113;3.4;26.5;0.0
29/05/2015;17:00:00;4;1.7;14;38;106;154;2.6;26.7;0.0
29/05/2015;18:00:00;3;1.1;3;34;113;152;3.6;24.8;0.0
29/05/2015;19:00:00;4;1.1;10;7;111;131;2.7;24.0;0.0
29/05/2015;20:00:00;4;1.0;6;26;112;150;1.9;23.0;0.0
29/05/2015;21:00:00;4;1.1;29;15;88;115;1.2;22.5;0.0
29/05/2015;22:00:00;4;1.3;47;21;66;176;0.9;22.2;0.0
29/05/2015;23:00:00;4;1.2;36;26;73;181;1.6;21.7;0.0
29/05/2015;0:00:00;4;1.3;38;25;62;153;1.4;20.5;0.0
30/05/2015;1:00:00;4;1.1;33;27;61;249;1.3;19.8;0.0
30/05/2015;2:00:00;4;1.1;29;27;61;206;1.5;18.8;0.0
30/05/2015;3:00:00;4;1.2;20;17;64;172;1.6;18.2;0.0
30/05/2015;4:00:00;4;1.4;35;22;48;236;1.3;17.2;0.0
30/05/2015;5:00:00;4;7.4;55;13;30;316;1.3;16.9;0.0
30/05/2015;6:00:00;4;15.2;72;30;13;115;1.6;16.2;0.0
30/05/2015;7:00:00;4;22.9;70;37;17;116;1.8;16.7;0.0
30/05/2015;8:00:00;4;6.9;37;25;60;245;1.7;19.6;0.0
30/05/2015;9:00:00;4;2.2;17;10;92;276;1.2;22.5;0.0
30/05/2015;10:00:00;4;2.3;18;31;94;237;2.4;22.5;0.0
30/05/2015;11:00:00;4;1.9;14;18;101;235;3.3;22.7;0.0
30/05/2015;12:00:00;4;1.6;8;22;113;217;4.0;23.4;0.0
30/05/2015;13:00:00;4;2.5;15;10;108;202;4.4;23.7;0.0
30/05/2015;14:00:00;4;1.1;3;29;123;201;5.0;23.8;0.0
30/05/2015;15:00:00;4;0.7;2;18;120;197;5.0;23.3;0.0
30/05/2015;16:00:00;4;0.8;2;14;112;215;4.3;23.4;0.0
30/05/2015;17:00:00;4;0.7;2;15;114;223;3.3;23.6;0.0
30/05/2015;18:00:00;3;0.7;2;10;118;223;2.7;23.3;0.0
30/05/2015;19:00:00;4;0.5;2;11;122;226;2.5;22.8;0.0
30/05/2015;20:00:00;4;0.7;3;10;123;218;2.1;21.7;0.0
30/05/2015;21:00:00;4;0.7;4;12;118;227;1.5;21.2;0.0
30/05/2015;22:00:00;4;0.7;3;13;117;222;1.2;20.7;0.0
30/05/2015;23:00:00;5;0.9;13;7;106;268;1.7;20.9;0.0
30/05/2015;0:00:00;5;0.7;8;14;110;244;1.1;20.9;0.0
31/05/2015;1:00:00;5;3.7;52;26;30;117;1.1;18.3;0.0
31/05/2015;2:00:00;5;1.3;31;20;45;91;1.3;17.2;0.0
31/05/2015;3:00:00;5;1.2;27;12;54;250;1.7;17.2;0.0
31/05/2015;4:00:00;5;1.1;14;7;71;313;1.7;17.1;0.0
31/05/2015;5:00:00;5;1.5;33;13;53;156;1.4;17.0;0.0
31/05/2015;6:00:00;5;2.1;37;22;39;180;0.6;16.9;0.0
31/05/2015;7:00:00;5;17.0;53;25;32;263;0.2;19.2;0.0
31/05/2015;8:00:00;5;13.3;51;32;39;158;0.9;20.1;0.0
31/05/2015;9:00:00;5;4.6;26;37;78;202;1.0;21.7;0.0
31/05/2015;10:00:00;4;1.9;9;28;93;217;2.3;21.9;0.0
31/05/2015;11:00:00;5;1.6;5;18;97;218;3.2;22.0;0.0
31/05/2015;12:00:00;4;1.8;3;5;106;214;3.0;22.3;0.0
31/05/2015;13:00:00;4;1.8;3;12;109;229;2.5;23.0;0.0
31/05/2015;14:00:00;4;1.6;4;14;109;224;3.1;24.0;0.0
31/05/2015;15:00:00;4;1.2;3;18;117;213;3.9;23.9;0.0
31/05/2015;16:00:00;4;1.4;4;17;115;211;3.9;23.8;0.0
31/05/2015;17:00:00;4;0.3;2;14;114;197;2.9;23.8;0.0
31/05/2015;18:00:00;4;0.4;2;11;114;204;2.8;23.5;0.0
31/05/2015;19:00:00;4;0.3;1;16;114;211;3.0;23.0;0.0
31/05/2015;20:00:00;4;0.2;2;16;112;199;2.1;22.0;0.0
31/05/2015;21:00:00;4;0.5;4;17;109;207;1.5;21.0;0.0
31/05/2015;22:00:00;4;0.6;16;11;93;161;1.0;20.6;0.0
31/05/2015;23:00:00;4;3.0;80;21;28;105;0.6;20.0;0.0
31/05/2015;0:00:00;5;12.7;95;25;9;174;0.8;19.5;0.0
01/06/2015;1:00:00;5;1.4;33;7;47;319;1.3;19.0;0.0
01/06/2015;2:00:00;5;1.1;18;16;57;305;1.0;18.4;0.0
01/06/2015;3:00:00;5;1.3;26;15;45;279;1.1;17.4;0.0
01/06/2015;4:00:00;5;1.1;20;20;52;318;1.5;16.9;0.0
01/06/2015;5:00:00;4;6.5;54;19;27;325;1.6;16.7;0.0
01/06/2015;6:00:00;5;33.8;85;26;7;323;1.6;16.5;0.0
01/06/2015;7:00:00;5;20.4;75;28;26;234;1.7;18.2;0.0
01/06/2015;8:00:00;5;25.3;67;59;37;212;1.4;20.4;0.0
01/06/2015;9:00:00;5;10.2;54;27;65;211;0.9;23.6;0.0
01/06/2015;10:00:00;5;8.2;36;26;88;209;2.1;23.3;0.0
01/06/2015;11:00:00;9;1.2;3;47;;210;3.7;23.0;0.0
