Fecha;Hora;PM10;SO2;NO2;NO;CO;O3;dd;vv;HR;LL;PRB;TMP
02/05/2015;20:00:00;10.5;3.75;11.25;2;0.115;36;200;1.2;42.75;0;935;27.45
02/05/2015;21:00:00;8.25;3.5;20;2.25;0.1275;23.25;184;0.9;47.275;0;935;26
02/05/2015;22:00:00;12.5;3.5;31.75;3.75;0.1575;11.5;155;1.1;52.2;0;935;23.8
02/05/2015;23:00:00;18.5;3;38.5;4.75;0.175;5;157;1;57.475;0;935.75;22.525
02/05/2015;0:00:00;9.75;3.5;33.75;4;0.1375;5.5;159;1.3;62.925;0;936;21.475
03/05/2015;1:00:00;23.75;3;22;2;0.0925;12.5;164;0.9;64.325;0;936;21.35
03/05/2015;2:00:00;11;3.25;17.5;2.75;0.07;28.75;163;2;60.925;0;935.5;21.025
03/05/2015;3:00:00;13.75;3;11;2;0.0675;34.75;149;12.6;62.2;0;935;20.35
03/05/2015;4:00:00;21.5;3.75;8.75;2;0.0575;34.5;174;1;66.55;0;935;19.65
03/05/2015;5:00:00;22;3.25;6;2;0.05;35.25;162;1;68.425;0;935;19.575
03/05/2015;6:00:00;22.75;3;5.25;2;0.0525;38.75;179;1.2;65.5;0;935;18.275
03/05/2015;7:00:00;17.25;3.25;3;2;0.05;54.25;183;1.3;45.1;0;935;18.35
03/05/2015;8:00:00;13.25;3.75;8.75;2.25;0.055;39;177;1.6;53.575;0;935;17.5
03/05/2015;9:00:00;18.5;3.5;9.75;2.25;0.0525;34.75;39;1.5;54.625;0;935;18.225
03/05/2015;10:00:00;29.25;3.25;14;2.5;0.0675;31.75;255;1.1;55.5;0;935.75;19.25
03/05/2015;11:00:00;18.75;3.5;14.25;2.75;0.0525;39.75;184;1.4;52.075;0;936;20.4
03/05/2015;12:00:00;20.75;4;13.75;4;0.0925;48.25;183;1;42.175;0;936;22.775
03/05/2015;13:00:00;22.75;4.75;10;2.5;0.075;60.75;182;1.8;31.5;0;936;24.825
03/05/2015;14:00:00;26.75;5;11;2.75;0.0825;64;200;1.9;29.35;0;936;25.25
03/05/2015;15:00:00;23.25;4.5;9.5;2.25;0.0775;70;99;2;27.8;0;936;25.5
03/05/2015;16:00:00;24.75;4;6.75;2;0.075;72.25;179;1.7;23.25;0;936;25.75
03/05/2015;17:00:00;19.25;4;13;2;0.0775;63;162;3;23.025;0;936;25.225
03/05/2015;18:00:00;8.5;4;16.5;2.25;0.1075;55.25;182;1.3;27.2;0;935.5;24.575
03/05/2015;19:00:00;26.5;4;14.5;2.25;0.115;53.5;186;3.6;30.05;0;936;23.95
03/05/2015;20:00:00;20.5;4;19.25;2.5;0.1225;45.25;179;3.5;30.9;0;936;23.175
03/05/2015;21:00:00;17.25;4;30;3.5;0.125;35;176;1.4;37.325;0;935.75;22.2
03/05/2015;22:00:00;24.25;3.75;34.75;3;0.09;26.5;180;5.3;43;0;936;21.375
03/05/2015;23:00:00;29.5;4;41;2.75;0.13;17.25;150;7;44.15;0;936;21.1
03/05/2015;0:00:00;29;4;35.75;2;0.1;18.5;17;6.8;49.875;0;936;20.375
04/05/2015;1:00:00;32;4;44;5;0.14;11;183;4.8;55.4;0;935;19.8
04/05/2015;2:00:00;33;4;28;4;0.1;21;175;4.8;59.8;0;935;19.4
04/05/2015;3:00:00;28;4;11;2;0.06;33;139;0.6;62;0;935;19
04/05/2015;4:00:00;36;4;7;2;0.06;26;1;2.7;67.6;0;933;17.8
04/05/2015;5:00:00;59;4;6;2;0.07;16;22;1.8;78.9;0;932;16.4
04/05/2015;6:00:00;29;4;8;2;0.06;12;181;6.5;82.3;0;932;15.7
04/05/2015;7:00:00;21;4;10;2;0.07;16;53;10.5;78.5;0;932;16
04/05/2015;8:00:00;24;4;30;12;0.19;5;300;2.7;76.2;0;932;16.5
04/05/2015;9:00:00;29;5;43;37;0.22;2;13;2.4;79.7;0;932;16.2
04/05/2015;10:00:00;51;5;34;26;0.18;2;7;1.1;78.4;0;932;16.8
04/05/2015;11:00:00;41;5;38;38;0.23;3;303;1.7;71;0;931;19
04/05/2015;12:00:00;39;4;32;20;0.18;23;204;1.3;47.1;0;932;24.4
04/05/2015;13:00:00;35;4;13;3;0.1;66;184;2.3;28.5;0;931;26.3
04/05/2015;14:00:00;54;5;18;8;0.14;65;182;2.5;23.7;0;931;27
04/05/2015;15:00:00;46;4;13;4;0.14;71;183;4.1;22.9;0;931;27.7
04/05/2015;16:00:00;36;4;12;4;0.17;76;182;3.1;21.2;0;930;29.6
04/05/2015;17:00:00;42;4;11;3;0.13;75;183;3.7;18.9;0;929;30.2
04/05/2015;18:00:00;72;4;13;3;0.1;76;188;2.7;16.4;0;929;29.4
04/05/2015;19:00:00;46;4;17;3;0.1;66;175;2.4;17.6;0;929;27.1
04/05/2015;20:00:00;48;4;16;3;0.09;64;181;2.4;18.9;0;929;25.6
04/05/2015;21:00:00;50;4;14;2;0.11;62;185;2.8;22.9;0;929;24.4
04/05/2015;22:00:00;59;4;10;3;0.09;63;182;4.7;28.2;0;930;22.8
04/05/2015;23:00:00;64;4;9;2;0.06;55;183;4.9;36.8;0;931;21.8
04/05/2015;0:00:00;42;3;4;2;0.08;48;180;2.5;51.7;0;932;20.8
05/05/2015;1:00:00;63;3;5;3;0.08;48;183;3.5;72.8;0;932;18
05/05/2015;2:00:00;35;4;5;2;0.08;52;177;2.8;77.6;0;933;15.8
05/05/2015;3:00:00;21;4;3;2;0.07;63;179;3.3;67.2;0;934;15.6
05/05/2015;4:00:00;28;4;3;2;0.06;63;176;4.3;70.1;0;934;14.4
05/05/2015;5:00:00;28;4;8;2;0.06;59;182;5.1;70;0;934;13.6
05/05/2015;6:00:00;26;4;6;2;0.05;62;182;1.1;71.1;0;934;12.9
05/05/2015;7:00:00;12;3;9;2;0.05;56;178;1.8;75.9;0;935;12.2
05/05/2015;8:00:00;18;3;16;2;0.07;50;178;9.6;77.4;0;935;11.9
05/05/2015;9:00:00;12;3;25;3;0.09;47;178;1.1;76.5;0;936;12
05/05/2015;10:00:00;18;4;35;9;0.11;40;179;4.2;72.9;0;937;13.4
05/05/2015;11:00:00;32;4;37;14;0.14;41;143;2.9;65.4;0;937;15.3
05/05/2015;12:00:00;38;4;32;12;0.11;48;182;1.2;54.2;0;937;17.7
05/05/2015;13:00:00;33;4;26;10;0.13;57;283;1.7;45.5;0;937;19.1
05/05/2015;14:00:00;22;4;14;5;0.09;70;202;1.5;40.3;0;937;20.5
05/05/2015;15:00:00;13;4;10;3;0.11;84;201;1.8;31.5;0;936;22.2
05/05/2015;16:00:00;22;4;9;3;0.14;92;181;1.9;29;0;937;22.6
05/05/2015;17:00:00;46;4;10;2;0.11;94;197;1.3;27.8;0;937;23
05/05/2015;18:00:00;0;4;14;3;0.13;88;183;1;24;0;936;23
05/05/2015;19:00:00;32;4;15;4;0.11;83;177;1.3;26;0;936;22.8
05/05/2015;20:00:00;26;3;17;4;0.09;79;182;1.7;25.7;0;936;22.3
05/05/2015;21:00:00;23;3;25;3;0.11;66;197;1.5;31.4;0;937;20.7
05/05/2015;22:00:00;22;3;31;3;0.11;51;182;1;39.4;0;937;17.5
05/05/2015;23:00:00;24;4;39;3;0.09;37;187;1;45.7;0;938;15.4
05/05/2015;0:00:00;21;4;31;2;0.1;44;173;0.8;50;0;938;14.1
06/05/2015;1:00:00;21;3;25;2;0.08;45;163;0.4;51.2;0;938;13.6
06/05/2015;2:00:00;58;3;20;2;0.07;41;352;1;56.3;0;939;12.2
06/05/2015;3:00:00;25;3;18;3;0.07;26;6;1.4;65.7;0;939;10.6
06/05/2015;4:00:00;23;3;29;3;0.09;11;7;0.9;71.4;0;939;9.1
06/05/2015;5:00:00;19;3;17;3;0.06;19;240;0.8;76.2;0;939;8.1
06/05/2015;6:00:00;15;3;15;2;0.05;13;180;0.7;81;0;939;6.7
06/05/2015;7:00:00;6;3;15;2;0.06;15;183;0.7;81.2;0;940;6.7
06/05/2015;8:00:00;14;3;18;3;0.06;16;91;1.2;80.6;0;940;6.3
06/05/2015;9:00:00;9;3;17;8;0.08;18;268;2.1;79.5;0;941;6.7
06/05/2015;10:00:00;16;3;16;8;0.08;29;178;1.1;68.3;0;941;10.8
06/05/2015;11:00:00;22;3;15;8;0.1;48;237;1.2;54.2;0;941;15.2
06/05/2015;12:00:00;19;3;6;3;0.08;69;272;1.1;43;0;941;17.7
06/05/2015;13:00:00;28;3;9;3;0.08;76;289;1.3;33.4;0;941;20
06/05/2015;14:00:00;24;4;11;4;0.08;84;314;1.6;28.4;0;941;21.1
06/05/2015;15:00:00;28;5;13;4;0.09;86;297;2.3;22.3;0;941;22.2
06/05/2015;16:00:00;27;4;11;3;0.11;95;200;1.9;18.4;0;941;23.6
06/05/2015;17:00:00;31;3;14;3;0.1;96;192;1.8;17.8;0;941;24.5
06/05/2015;18:00:00;25;4;29;5;0.16;84;184;1.5;17.5;0;940;24.7
06/05/2015;19:00:00;24;4;38;5;0.19;79;129;1.8;14.8;0;940;24.5
06/05/2015;20:00:00;31;4;38;4;0.14;79;183;1.3;14;0;940;23.6
06/05/2015;21:00:00;19;4;53;5;0.16;59;177;1.4;16;0;940;22.9
06/05/2015;22:00:00;19;3;50;3;0.11;54;174;1.1;17.7;0;941;19.8
06/05/2015;23:00:00;5;3;52;2;0.11;50;152;0.8;16.3;0;941;19.1
06/05/2015;0:00:00;14;4;91;12;0.21;13;144;2.2;20.5;0;941;17.7
07/05/2015;1:00:00;18;3;74;5;0.19;8;29;0.3;28.3;0;942;15.4
07/05/2015;2:00:00;25;3;39;2;0.05;23;14;1.2;39.7;0;941;11.4
07/05/2015;3:00:00;17;3;28;2;0.05;25;7;1.6;40.8;0;941;11.4
07/05/2015;4:00:00;21;3;26;2;0.05;25;9;1;45.7;0;941;9.9
07/05/2015;5:00:00;17;3;18;2;0.05;32;19;1.4;47.3;0;941;9.3
07/05/2015;6:00:00;8;3;9;2;0.05;41;15;6.5;48.3;0;941;9.1
07/05/2015;7:00:00;11;3;11;2;0.05;39;19;4.1;49.6;0;940;8.7
07/05/2015;8:00:00;9;3;17;3;0.07;38;15;1.3;47.8;0;941;9.2
07/05/2015;9:00:00;13;4;30;11;0.12;19;6;1;54.4;0;941;8.9
07/05/2015;10:00:00;25;3;26;12;0.1;27;264;1.1;50.1;0;941;11.6
07/05/2015;11:00:00;22;4;18;7;0.06;47;186;1.5;37.9;0;941;17.2
07/05/2015;12:00:00;25;4;8;2;0.07;78;340;0.9;27.4;0;941;20.9
07/05/2015;13:00:00;34;4;15;3;0.09;81;227;1;25.4;0;940;24.5
07/05/2015;14:00:00;34;4;11;3;0.13;90;146;1.5;24.2;0;940;27.5
07/05/2015;15:00:00;37;4;17;5;0.14;94;182;2.2;18.7;0;939;29.3
07/05/2015;16:00:00;24;3;11;3;0.18;99;198;1.7;14.9;0;938;30.7
07/05/2015;17:00:00;24;4;14;2;0.14;112;240;1.8;15.8;0;938;30.9
07/05/2015;18:00:00;27;4;19;3;0.14;113;205;1.7;14.7;0;937;31.3
07/05/2015;19:00:00;21;4;20;3;0.12;102;201;1.5;13;0;936;31.8
07/05/2015;20:00:00;30;4;21;3;0.14;105;322;1.3;13.2;0;936;31.7
07/05/2015;21:00:00;19;4;32;3;0.19;98;338;1;14.7;0;936;30.5
07/05/2015;22:00:00;30;5;120;31;0.36;22;158;0.5;18.7;0;936;27.2
07/05/2015;23:00:00;35;4;77;4;0.27;29;187;0.6;23.6;0;936;24.2
07/05/2015;0:00:00;27;4;47;2;0.12;51;158;0.8;24;0;937;23.1
08/05/2015;1:00:00;26;4;28;2;0.12;68;143;1.8;24.3;0;937;23
08/05/2015;2:00:00;27;4;23;2;0.12;53;175;1.3;31.5;0;937;20.1
08/05/2015;3:00:00;21;4;19;2;0.06;63;153;0.7;31.8;0;938;18.9
08/05/2015;4:00:00;18;4;7;2;0.06;79;180;1;35.7;0;938;18.7
08/05/2015;5:00:00;27;4;5;2;0.06;77;176;1.6;40.9;0;938;17.9
08/05/2015;6:00:00;30;4;5;2;0.06;75;177;1.7;42.5;0;939;16.9
08/05/2015;7:00:00;28;3;7;2;0.05;65;176;1.5;38.2;0;939;15.8
08/05/2015;8:00:00;21;3;9;2;0.05;53;174;1.2;53;0;940;14.8
08/05/2015;9:00:00;21;3;14;3;0.07;47;186;1.3;65.9;0;941;14.3
08/05/2015;10:00:00;27;4;27;8;0.11;37;200;1.5;65.9;0;942;16
08/05/2015;11:00:00;36;4;25;9;0.11;42;204;1.5;59;0;942;18.4
08/05/2015;12:00:00;43;4;24;9;0.12;48;225;1.8;50.7;0;942;20.6
08/05/2015;13:00:00;37;4;20;7;0.11;60;202;1.5;41.1;0;943;23.3
08/05/2015;14:00:00;27;4;18;5;0.14;69;200;1.6;39.1;0;943;23
08/05/2015;15:00:00;21;3;19;4;0.17;75;197;1.5;38.7;0;943;23
08/05/2015;16:00:00;24;3;13;3;0.16;81;316;2;33.4;0;943;24.9
08/05/2015;17:00:00;27;3;6;2;0.13;87;273;2.2;27.9;0;943;26.3
08/05/2015;18:00:00;27;3;9;3;0.14;86;182;1.8;25.9;0;943;27.3
08/05/2015;19:00:00;20;3;9;2;0.15;88;284;1.8;24.5;0;943;27.4
08/05/2015;20:00:00;21;3;13;3;0.17;85;294;1.5;23.2;0;943;27.4
08/05/2015;21:00:00;13;3;26;3;0.17;65;183;1.1;31.6;0;944;25.5
08/05/2015;22:00:00;25;3;41;3;0.19;37;165;0.8;44;0;944;22.2
08/05/2015;23:00:00;26;3;35;6;0.16;37;160;0.7;50.4;0;945;20.6
08/05/2015;0:00:00;23;2;26;2;0.11;39;177;1;55.9;0;946;19.3
09/05/2015;1:00:00;21;3;22;2;0.09;40;175;0.6;58.8;0;946;18.8
09/05/2015;2:00:00;20;3;36;3;0.22;17;350;0.5;63.7;0;946;17.5
09/05/2015;3:00:00;20;3;42;4;0.14;3;122;0.5;69.6;0;946;15.7
09/05/2015;4:00:00;17;3;30;2;0.09;7;238;0.8;76.9;0;946;13.4
09/05/2015;5:00:00;19;3;5;2;0.06;27;183;1;77.2;0;946;11.5
09/05/2015;6:00:00;19;3;12;2;0.07;18;11;1.2;78;0;946;11.3
09/05/2015;7:00:00;17;3;4;2;0.05;36;19;1.5;75.5;0;946;11.4
09/05/2015;8:00:00;28;3;14;3;0.08;25;19;1.5;74.1;0;947;12
09/05/2015;9:00:00;11;3;7;3;0.06;30;7;1.1;75.9;0;947;11.3
09/05/2015;10:00:00;13;3;5;3;0.06;34;120;1.2;69.3;0;948;14.3
09/05/2015;11:00:00;12;3;5;4;0.07;48;20;1.2;57;0;947;19.1
09/05/2015;12:00:00;28;3;4;2;0.09;62;3;1.2;44.2;0;947;23.5
09/05/2015;13:00:00;35;3;5;2;0.11;80;289;1.5;32.3;0;947;26.2
09/05/2015;14:00:00;26;3;6;2;0.12;88;233;1.6;27.2;0;947;27.2
09/05/2015;15:00:00;18;4;4;2;0.09;100;277;1.6;22.1;0;947;28.6
09/05/2015;16:00:00;8;3;2;2;0.08;109;314;1.3;17.8;0;946;29.9
09/05/2015;17:00:00;16;3;2;2;0.08;116;4;1.4;16.7;0;946;31.1
09/05/2015;18:00:00;5;3;8;3;0.09;118;162;1.3;16.3;0;945;31.6
09/05/2015;19:00:00;14;3;4;2;0.1;125;350;0.9;16.1;0;945;31.6
09/05/2015;20:00:00;10;3;4;2;0.11;126;319;0.8;15.5;0;945;31.2
09/05/2015;21:00:00;16;3;8;2;0.13;121;18;0.9;16.3;0;945;30.7
09/05/2015;22:00:00;24;3;53;3;0.3;73;290;0.3;20.2;0;945;27.2
09/05/2015;23:00:00;28;3;118;10;0.52;14;70;0.3;24.9;0;946;25.1
09/05/2015;0:00:00;31;5;132;36;0.68;2;179;0.3;32.7;0;946;22.7
10/05/2015;1:00:00;45;3;44;4;0.17;33;8;0.6;42.4;0;946;18.8
10/05/2015;2:00:00;27;3;10;2;0.07;51;8;0.7;49;0;946;16.7
10/05/2015;3:00:00;26;3;6;2;0.07;49;8;0.6;51.3;0;946;16.3
10/05/2015;4:00:00;28;3;4;2;0.06;46;123;0.7;54.5;0;946;16.1
10/05/2015;5:00:00;25;3;5;3;0.05;50;345;0.8;51.4;0;946;17
10/05/2015;6:00:00;26;3;3;2;0.07;75;178;1;46.8;0;946;19.5
10/05/2015;7:00:00;29;3;2;2;0.07;74;90;1.4;47.9;0;945;19.3
10/05/2015;8:00:00;25;3;6;5;0.07;43;238;1;63.2;0;946;14.9
10/05/2015;9:00:00;23;3;3;2;0.07;41;121;1.2;63.7;0;946;15.4
10/05/2015;10:00:00;32;3;3;2;0.07;51;177;1;55.6;0;946;19.4
10/05/2015;11:00:00;38;3;3;2;0.07;78;4;1.2;41.2;0;946;23.9
10/05/2015;12:00:00;36;3;3;3;0.1;90;155;1.9;27.5;0;946;28.2
10/05/2015;13:00:00;60;3;3;2;0.09;93;143;2.5;24.3;0;946;29.9
10/05/2015;14:00:00;32;3;5;3;0.11;93;153;2.2;19.8;0;945;31.6
10/05/2015;15:00:00;31;3;3;2;0.08;100;156;2.1;16.2;0;945;32.9
10/05/2015;16:00:00;20;3;3;2;0.07;104;177;1.8;12.3;0;944;34
10/05/2015;17:00:00;26;3;3;2;0.07;104;186;1.9;11.1;0;944;34.5
10/05/2015;18:00:00;27;3;4;2;0.09;102;178;1.4;11.6;0;943;34.8
10/05/2015;19:00:00;19;3;6;2;0.09;101;158;1.4;11.1;0;943;34.6
10/05/2015;20:00:00;25;3;7;2;0.09;100;153;1.4;11.3;0;943;33.9
10/05/2015;21:00:00;30;3;23;3;0.14;83;154;0.8;12.2;0;943;32
10/05/2015;22:00:00;23;4;34;2;0.12;72;141;1;13;0;943;29.6
10/05/2015;23:00:00;28;3;28;2;0.15;73;131;1.3;15.6;0;944;27.9
10/05/2015;0:00:00;22;3;8;2;0.12;86;131;3;18.9;0;944;26.7
11/05/2015;1:00:00;34;3;12;2;0.1;61;353;0.9;27.8;0;944;22.8
11/05/2015;2:00:00;17;3;4;2;0.09;58;179;1;35.5;0;944;20.8
11/05/2015;3:00:00;23;3;2;2;0.07;53;357;0.9;42.5;0;944;17.8
11/05/2015;4:00:00;15;3;4;2;0.07;46;7;0.4;45;0;944;17.5
11/05/2015;5:00:00;22;3;3;2;0.06;40;6;0.3;52.9;0;944;15.4
11/05/2015;6:00:00;22;3;6;2;0.07;39;6;0.5;58.1;0;944;14.1
11/05/2015;7:00:00;22;3;8;2;0.06;39;183;0.6;61.1;0;944;13.3
11/05/2015;8:00:00;23;3;9;2;0.07;37;122;0.8;63.9;0;944;12.7
11/05/2015;9:00:00;26;3;15;4;0.1;37;93;0.8;61.9;0;945;13.9
11/05/2015;10:00:00;45;3;14;4;0.12;41;19;1.2;56.2;0;945;17.1
11/05/2015;11:00:00;46;3;19;6;0.13;50;349;0.6;41.5;0;945;22.7
11/05/2015;12:00:00;29;3;17;4;0.11;78;319;0.8;24.1;0;945;27.7
11/05/2015;13:00:00;44;4;13;3;0.11;93;345;0.6;17.9;0;945;30.4
11/05/2015;14:00:00;41;3;5;3;0.11;104;134;1.3;13.3;0;945;32.2
11/05/2015;15:00:00;22;3;15;5;0.16;97;258;1.3;14;0;944;33.8
11/05/2015;16:00:00;21;4;7;3;0.11;97;138;1.3;13.2;0;944;35.5
11/05/2015;17:00:00;17;3;9;2;0.11;101;182;1.4;12;0;943;36.3
11/05/2015;18:00:00;22;3;17;4;0.14;101;181;1.4;11.3;0;942;36.9
11/05/2015;19:00:00;24;4;23;4;0.14;98;182;1.5;10.7;0;942;36.7
11/05/2015;20:00:00;28;4;26;3;0.17;94;219;0.9;10.4;0;942;36.6
11/05/2015;21:00:00;37;4;61;6;0.23;58;177;0.8;12.3;0;942;34.9
11/05/2015;22:00:00;0;3;42;2;0.2;66;160;0.7;15.6;0;942;31.3
11/05/2015;23:00:00;0;3;80;10;0.38;25;232;0.4;18.7;0;943;28.7
11/05/2015;0:00:00;0;3;57;4;0.28;33;356;0.5;25.1;0;943;26.2
12/05/2015;1:00:00;0;3;14;2;0.15;68;211;0.4;27.8;0;944;24.6
12/05/2015;2:00:00;45;3;38;2;0.11;47;83;0.3;26;0;944;24.1
12/05/2015;3:00:00;34;3;18;2;0.09;49;339;0.9;35.2;0;944;20.6
12/05/2015;4:00:00;34;3;6;2;0.07;47;182;1.2;53.7;0;944;16
12/05/2015;5:00:00;17;3;4;2;0.08;50;181;0.6;50.4;0;944;16.2
12/05/2015;6:00:00;20;3;11;2;0.08;44;182;0.8;53.8;0;944;15.2
12/05/2015;7:00:00;30;3;12;2;0.08;39;21;1;58.5;0;944;13.8
12/05/2015;8:00:00;34;3;35;8;0.13;20;124;0.7;57.2;0;944;14.3
12/05/2015;9:00:00;36;3;28;8;0.16;32;239;1.1;56;0;945;14.8
12/05/2015;10:00:00;35;3;20;7;0.14;44;16;1.3;48.6;0;946;18.4
12/05/2015;11:00:00;39;3;27;8;0.18;53;346;0.9;34.2;0;946;25.2
12/05/2015;12:00:00;59;4;26;8;0.17;75;290;1;25.4;0;946;29.2
12/05/2015;13:00:00;55;4;19;3;0.15;54;322;1;21.6;0;946;31.7
12/05/2015;14:00:00;59;0;0;0;0;0;228;1;18.3;0;946;34.5
12/05/2015;15:00:00;57;0;0;0;0;0;215;1.7;14.7;0;946;35.4
12/05/2015;16:00:00;63;0;0;0;0;0;252;1.6;11.7;0;946;36.4
12/05/2015;17:00:00;52;0;0;0;0;0;224;1.6;10.5;0;945;37.2
12/05/2015;18:00:00;19;0;0;0;0;0;263;1.5;10;0;945;37.4
12/05/2015;19:00:00;14;0;0;0;0;0;205;1.3;11.1;0;945;37.6
12/05/2015;20:00:00;31;0;0;0;0;0;197;0.9;12.2;0;944;37.1
12/05/2015;21:00:00;58;0;0;0;0;0;155;0.6;15.1;0;945;34.8
12/05/2015;22:00:00;50;0;0;0;0;0;160;0.7;17.5;0;945;31.7
12/05/2015;23:00:00;50;0;0;0;0;0;155;0.5;16.8;0;946;30.5
12/05/2015;0:00:00;52;0;0;0;0;0;154;0.4;17.9;0;946;28.8
13/05/2015;1:00:00;52;0;0;0;0;0;23;0.4;23.6;0;947;26.2
13/05/2015;2:00:00;42;0;0;0;0;0;239;0.7;33.8;0;946;22.3
13/05/2015;3:00:00;39;0;0;0;0;0;16;0.8;44;0;946;19.8
13/05/2015;4:00:00;33;0;0;0;0;0;18;0.7;44.3;0;946;19.4
13/05/2015;5:00:00;37;0;0;0;0;0;21;1.4;46.7;0;946;17.9
13/05/2015;6:00:00;32;0;0;0;0;0;70;0.9;45.6;0;946;18.2
13/05/2015;7:00:00;38;0;0;0;0;0;9;1.6;54.4;0;946;16.5
13/05/2015;8:00:00;37;0;0;0;0;0;4;1.3;48.7;0;947;17.7
13/05/2015;9:00:00;46;0;0;0;0;0;21;0.8;47.9;0;947;19
13/05/2015;10:00:00;70;0;0;0;0;0;352;2.2;44.9;0;947;21.4
13/05/2015;11:00:00;67;4;31;8;0.2;65;183;1.1;32.8;0;947;26
13/05/2015;12:00:00;63;5;26;5;0.18;94;334;0.9;25.6;0;947;29.7
13/05/2015;13:00:00;67;5;32;6;0.21;100;182;1.3;22.6;0;947;33.8
13/05/2015;14:00:00;54;7;35;6;0.18;110;216;1.4;18.5;0;946;36.9
13/05/2015;15:00:00;63;6;36;6;0.17;115;253;1.6;12.6;0;945;39.2
13/05/2015;16:00:00;73;4;25;4;0.18;128;211;2.3;10.3;0;945;39.8
13/05/2015;17:00:00;0;4;25;4;0.11;118;183;1.9;7.7;0;944;40.6
13/05/2015;18:00:00;0;4;29;5;0.11;94;196;1.6;6.4;0;944;40.6
13/05/2015;19:00:00;0;4;38;7;0.13;60;204;1.7;6.2;0;944;39.3
13/05/2015;20:00:00;0;3;50;9;0.17;41;181;2;8.6;0;944;37.6
13/05/2015;21:00:00;0;4;69;19;0.21;18;182;0.9;10.7;0;944;35.6
13/05/2015;22:00:00;0;4;75;15;0.22;11;157;1.5;13;0;944;33.5
13/05/2015;23:00:00;0;6;69;9;0.2;14;158;1.8;14;0;944;32.2
13/05/2015;0:00:00;0;6;62;4;0.18;19;159;1.5;14.2;0;944;31.6
14/05/2015;1:00:00;83;5;46;3;0.14;36;155;0.8;17;0;943;30.4
14/05/2015;2:00:00;78;4;38;2;0.16;44;177;1.6;20.4;0;943;29.1
14/05/2015;3:00:00;76;4;46;3;0.16;31;181;0.9;24.9;0;943;27
14/05/2015;4:00:00;67;4;26;2;0.12;60;158;1.6;26.1;0;942;26.5
14/05/2015;5:00:00;72;4;36;2;0.1;22;157;3.9;32.4;0;942;24.2
14/05/2015;6:00:00;66;4;21;2;0.08;52;177;0.8;32.8;0;941;24.6
14/05/2015;7:00:00;75;4;32;5;0.12;29;165;0.9;37.3;0;941;23
14/05/2015;8:00:00;68;4;45;6;0.16;36;158;1.5;37.7;0;941;23.1
14/05/2015;9:00:00;72;5;46;25;0.2;30;340;2;39.5;0;941;23.1
14/05/2015;10:00:00;80;6;46;19;0.2;21;5;1.6;40.5;0;941;23.5
14/05/2015;11:00:00;84;5;54;15;0.23;46;201;2.5;29.3;0;941;28
14/05/2015;12:00:00;75;5;51;15;0.22;64;195;1.6;22.5;0;941;30.3
14/05/2015;13:00:00;90;6;47;11;0.2;75;198;1.5;16.9;0;940;32.7
14/05/2015;14:00:00;77;4;25;5;0.16;105;230;1.5;10.4;0;940;34.9
14/05/2015;15:00:00;81;4;26;5;0.18;119;198;1.8;9.6;0;939;35.9
14/05/2015;16:00:00;69;4;24;5;0.14;125;186;2.1;7.7;0;938;36.4
14/05/2015;17:00:00;63;4;21;3;0.12;128;276;1.8;7.2;0;937;35.7
14/05/2015;18:00:00;55;4;14;3;0.13;110;325;2.3;13;0;937;33.1
14/05/2015;19:00:00;34;3;12;3;0.15;99;340;2.7;19.2;0;937;29.9
14/05/2015;20:00:00;67;3;9;3;0.14;111;340;3.2;15.7;0;938;28.8
14/05/2015;21:00:00;78;3;9;3;0.16;105;343;2.1;19.7;0;938;26.1
14/05/2015;22:00:00;21;4;7;2;0.11;93;342;2.8;25.4;0;939;23.4
14/05/2015;23:00:00;30;3;6;2;0.1;100;341;2.8;27.1;0;939;21.2
14/05/2015;0:00:00;24;3;3;2;0.08;104;345;3.4;28.7;0;940;20
15/05/2015;1:00:00;30;3;2;2;0.07;108;345;3.7;31.7;0;940;18.9
15/05/2015;2:00:00;30;4;2;2;0.05;110;341;3.7;32.4;0;940;17.7
15/05/2015;3:00:00;30;4;2;2;0.05;114;344;5.2;31.4;0;940;16.3
15/05/2015;4:00:00;63;4;2;2;0.05;110;337;4.3;34.3;0;940;15.3
15/05/2015;5:00:00;45;3;2;2;0.06;93;119;1.6;46.9;0;940;13.3
15/05/2015;6:00:00;16;3;2;2;0.06;88;122;1.4;49.2;0;941;11.3
15/05/2015;7:00:00;11;3;3;2;0.06;88;16;2.1;46.7;0;941;11
15/05/2015;8:00:00;18;3;2;2;0.05;87;19;2.7;44.2;0;942;10.5
15/05/2015;9:00:00;34;3;6;4;0.06;83;16;3;42.5;0;943;11.1
15/05/2015;10:00:00;35;3;5;3;0.09;83;9;3;40.8;0;944;12.5
15/05/2015;11:00:00;46;3;10;9;0.05;82;122;2.5;37.1;0;944;14.3
15/05/2015;12:00:00;39;3;4;3;0.06;87;180;3.4;32.1;0;944;16.6
15/05/2015;13:00:00;39;3;3;2;0.06;90;180;3.6;29.8;0;945;17.9
15/05/2015;14:00:00;29;3;4;3;0.06;92;181;3.5;27.6;0;945;19.4
15/05/2015;15:00:00;31;3;7;6;0.09;90;6;3.6;26.4;0;944;20.5
15/05/2015;16:00:00;40;3;3;2;0.06;93;355;2.9;25.2;0;944;21.9
15/05/2015;17:00:00;23;3;2;2;0.05;95;8;3.8;25.3;0;944;22.4
