COD_LOCAL;PROVINCIA;MUNICIPIO;ESTACION;COD_ESTACION_DEM;N_RED;NOMBRE;FECHA_INI;FECHA_FIN;LONGITUD_G;LATITUD_G;ALTITUD;N_CCAA;N_PROVINCIA;N_MUNICIPIO;TIPO_ESTACION;TIPO_AREA;TIPO_SUBAREA_RURAL;EST;ZONA;DIRECCION
44077001;44;77;1;ES0813A;CCAA Aragón;LA CEROLLERA;01/01/1988;;-0.0575;40.84194;830;ARAGÓN;TERUEL;CEROLLERA (LA);INDUSTRIAL;RURAL;;SI;RESIDENCIAL/INDUSTRIAL;C. DE CARLES DAMM, S/N
44051002;44;51;2;ES0316A;CCAA Aragón;MONAGREGA;01/01/1981;;-0.29083;40.94667;570;ARAGÓN;TERUEL;CALANDA;FONDO;RURAL;;SF;RESIDENCIAL/COMERCIAL;CAMÍ DE PEDRET, 2
44013006;44;13;6;ES1881A;CCAA Aragón;PUIGMORENO;23/03/2006;;-0.25389;41.10583;320;ARAGÓN;TERUEL;ALCAÑIZ;INDUSTRIAL;RURAL;REGIONAL;RF;RESIDENCIAL;C/ PLA DEL MOLÍ - C/ FOLCH I TORRES
44216001;44;216;1;ES1421A;CCAA Aragón;TERUEL;01/06/1995;;-1.10667;40.33639;915;ARAGÓN;TERUEL;TERUEL;FONDO;URBANA;CERCA DE UNA CIUDAD;ST;RESIDENCIAL/INDUSTRIAL;POLÍGON DE LES TÀPIES
50008001;50;8;1;ES1418A;CCAA Aragón;ALAGÓN;01/06/1995;;-1.14333;41.76278;235;ARAGÓN;ZARAGOZA;ALAGÓN;TRAFICO;SUBURBANA;CERCA DE UNA CIUDAD;RT;RESIDENCIAL;ESCOLA NÀUTICA (C. DEL MEDITERRANI, 2)
50059001;50;59;1;ES1400A;CCAA Aragón;BUJARALOZ;01/01/1995;;-0.15194;41.50556;327;ARAGÓN;ZARAGOZA;BUJARALOZ;FONDO;RURAL;CERCA DE UNA CIUDAD;RI;INDUSTRIAL;DEPURADORA DE LES CASES D'ALCANAR
50074001;50;74;1;ES1848A;CCAA Aragón;CASPE;01/11/2006;;-0.03139;41.22889;152;ARAGÓN;ZARAGOZA;CASPE;INDUSTRIAL;SUBURBANA;;UF;RESIDENCIAL/COMERCIAL;BULEVAR ITURRAMA
50297026;50;297;26;ES1044A;Ayto Zaragoza;EL PICARRAL;01/05/1990;;-0.87111;41.67028;195;ARAGÓN;ZARAGOZA;ZARAGOZA;TRAFICO;SUBURBANA;;UF;RESIDENCIAL;UNIVERSIDAD DE EMPRESARIALES
50101001;50;101;1;ES1130A;CCAA Aragón;ESCATRÓN;01/05/1991;;-0.32667;41.28833;175;ARAGÓN;ZARAGOZA;ESCATRÓN;INDUSTRIAL;URBANA;;SF;AGRICOLA;"POLIGONO INDUSTRIAL ""LOS CAQOS"""
50297036;50;297;36;ES1641A;Ayto Zaragoza;RENOVALES;01/10/2002;;-0.89361;41.63528;220;ARAGÓN;ZARAGOZA;ZARAGOZA;FONDO;URBANA;;ST;RESIDENCIAL/INDUSTRIAL;PLAZA GIPUZKOA 1,BEASAIN
50297029;50;297;29;ES1047A;Ayto Zaragoza;ROGER DE FLOR;01/05/1990;;-0.91611;41.65139;212;ARAGÓN;ZARAGOZA;ZARAGOZA;TRAFICO;URBANA;;UT;RESIDENCIAL/COMERCIAL;PLAZA TRES DE MARZO (VITORIA-GASTEIZ) 
33060003;33;60;3;ES1433A;CCAA Asturias;BLIMEA;01/12/1995;;-5.59611;43.27528;267;ASTURIAS (PRINCIPADO DE);ASTURIAS;SAN MARTÍN DEL REY AURELIO;INDUSTRIAL;SUBURBANA;REGIONAL;RF;NATURALEZA;FINCA CAMPAMENTO DE TEFÍA
33011001;33;11;1;ES1432A;CCAA Asturias;CANGAS DE NARCEA;01/11/1995;;-6.54722;43.17778;330;ASTURIAS (PRINCIPADO DE);ASTURIAS;CANGAS DEL NARCEA;INDUSTRIAL;SUBURBANA;;UT;RESIDENCIAL/COMERCIAL;AVDA. GASTEIZ, 93
33037012;33;37;12;ES1651A;CCAA Asturias;JARDINES DE JUAN XXIII;13/02/2003;;-5.77278;43.25083;206;ASTURIAS (PRINCIPADO DE);ASTURIAS;MIERES;TRAFICO;URBANA;DESCONOCIDO;UT;RESIDENCIAL/COMERCIAL;C/ SULIDIZA
33031030;33;31;30;ES0825A;CCAA Asturias;LA FELGUERA;01/01/1988;;-5.68972;43.30639;216;ASTURIAS (PRINCIPADO DE);ASTURIAS;LANGREO;INDUSTRIAL;URBANA;CERCA DE UNA CIUDAD;RI;INDUSTRIAL;
33004021;33;4;21;ES0880A;CCAA Asturias;LLANOPONTE;01/09/1988;;-5.94111;43.54222;10;ASTURIAS (PRINCIPADO DE);ASTURIAS;AVILÉS;TRAFICO;URBANA;;UT;RESIDENCIAL/COMERCIAL;AVENIDA VILLALPANDO
33004020;33;4;20;ES0879A;CCAA Asturias;LLARANES;01/09/1988;;-5.88083;43.55167;15;ASTURIAS (PRINCIPADO DE);ASTURIAS;AVILÉS;TRAFICO;SUBURBANA;;UT;RESIDENCIAL/COMERCIAL;C/ LAS NIEVES
33066004;33;66;4;ES2051A;CCAA Asturias;LUGONES INSTITUTO;01/01/2014;;-5.8027;43.4015;168;ASTURIAS (PRINCIPADO DE);ASTURIAS;SIERO;INDUSTRIAL;URBANA;;SF;RESIDENCIAL;C/LOS CANTEROS
33004048;33;4;48;ES1320A;CCAA Asturias;MATADERO;18/03/1993;;-5.92667;43.58028;5;ASTURIAS (PRINCIPADO DE);ASTURIAS;AVILÉS;INDUSTRIAL;SUBURBANA;;RI;NATURALEZA;DENTRO DE LA CENTRAL HIDRÁULICA DE VILLALBA
33031029;33;31;29;ES0824A;CCAA Asturias;MERIÑÁN;01/01/1988;;-5.70389;43.30889;220;ASTURIAS (PRINCIPADO DE);ASTURIAS;LANGREO;INDUSTRIAL;SUBURBANA;;SI;RESIDENCIAL/INDUSTRIAL;UNKNOWN
33036999;33;36;999;ES0008R;EMEP/VAG/CAMP;NIEMBRO;01/09/1998;;-4.85;43.43917;134;ASTURIAS (PRINCIPADO DE);ASTURIAS;LLANES;FONDO;RURAL;;UF;DESCONOCIDO;FUENTES BLANCAS
33044030;33;44;30;ES1269A;CCAA Asturias;PALACIO DE DEPORTES;01/09/1992;;-5.83139;43.36722;206;ASTURIAS (PRINCIPADO DE);ASTURIAS;OVIEDO;TRAFICO;URBANA;DESCONOCIDO;SF;RESIDENCIAL;COTO ESCOLAR
33004049;33;4;49;ES1424A;CCAA Asturias;PLAZA DE LA GUITARRA;01/07/1995;;-5.9275;43.55861;20;ASTURIAS (PRINCIPADO DE);ASTURIAS;AVILÉS;TRAFICO;URBANA;;UT;RESIDENCIAL;ARCO LADRILLO 3
33044029;33;44;29;ES1268A;CCAA Asturias;PLAZA DE TOROS;01/09/1992;;-5.86472;43.35778;276;ASTURIAS (PRINCIPADO DE);ASTURIAS;OVIEDO;TRAFICO;URBANA;;SF;RESIDENCIAL;ALDEHUELA DE LOS GUZMANES
33044032;33;44;32;ES1572A;CCAA Asturias;PURIFICACIÓN TOMÁS;15/03/2000;;-5.87278;43.37278;286;ASTURIAS (PRINCIPADO DE);ASTURIAS;OVIEDO;FONDO;URBANA;;SI;INDUSTRIAL;FASA
33031032;33;31;32;ES1353A;CCAA Asturias;SAMA I;01/01/1994;;-5.68333;43.29694;212;ASTURIAS (PRINCIPADO DE);ASTURIAS;LANGREO;INDUSTRIAL;URBANA;CERCA DE UNA CIUDAD;RI;INDUSTRIAL;
33044031;33;44;31;ES1378A;CCAA Asturias;TRUBIA;01/04/1994;;-5.985;43.34333;250;ASTURIAS (PRINCIPADO DE);ASTURIAS;OVIEDO;INDUSTRIAL;RURAL;REGIONAL;RF;AGRICOLA;EDAR TORREBAJA
39087004;39;87;4;ES1037A;CCAA Cantabria;BARREDA;01/12/1990;;-4.04278;43.3675;18;CANTABRIA;CANTABRIA;TORRELAVEGA;TRAFICO;URBANA;;UT;RESIDENCIAL/INDUSTRIAL;AVDA. DEL EJÉRCITO
39020001;39;20;1;ES1578A;CCAA Cantabria;CASTRO URDIALES;01/01/2000;;-3.22056;43.3825;20;CANTABRIA;CANTABRIA;CASTRO-URDIALES;FONDO;URBANA;;UI;RESIDENCIAL/INDUSTRIAL;C/ PINTOR MURILLO. PARQUE DE ANDALUCÍA
39087005;39;87;5;ES1039A;CCAA Cantabria;ESCUELA DE MINAS;01/12/1990;;-4.06361;43.35583;20;CANTABRIA;CANTABRIA;TORRELAVEGA;FONDO;URBANA;;UI;INDUSTRIAL;PUNTO LIMPIO. C/ RÍO TAJUÑA, 5
39008001;39;8;1;ES1576A;CCAA Cantabria;ESTACIÓN DEL MEDITERRANEO;01/12/1998;;-3.84194;43.40444;16;CANTABRIA;CANTABRIA;ASTILLERO (EL);INDUSTRIAL;SUBURBANA;;SF;RESIDENCIAL;"POLIDEPORTIVO ""CERRO DEL TELÉGRAFO"" (ESQUINA ENTRE LA AVENIDA DE LOS ALMENDROS Y LA CALLE JUNCAL )"
39025001;39;25;1;ES1579A;CCAA Cantabria;LOS CORRALES DE BUELNA;31/01/2000;;-4.06278;43.26444;88;CANTABRIA;CANTABRIA;CORRALES DE BUELNA (LOS);FONDO;URBANA;;SF;RESIDENCIAL;CRUCE DEL HUMILLADERO CON C/FRANCISCO QUEVEDO (PARQUE EUROPA)
39086001;39;86;1;ES1531A;CCAA Cantabria;LOS TOJOS;01/12/1998;;-4.25306;43.15333;650;CANTABRIA;CANTABRIA;TOJOS (LOS);FONDO;RURAL;;UI;RESIDENCIAL/INDUSTRIAL;C/ GRECIA
39016003;39;16;3;ES1577A;CCAA Cantabria;PARQUE DE CROSS;01/12/1998;;-3.84111;43.42083;10;CANTABRIA;CANTABRIA;CAMARGO;INDUSTRIAL;URBANA;;UT;RESIDENCIAL/COMERCIAL;C/ RONCAL
39059001;39;59;1;ES1530A;CCAA Cantabria;REINOSA;01/12/1998;;-4.13556;43.01194;850;CANTABRIA;CANTABRIA;REINOSA;FONDO;URBANA;;UT;RESIDENCIAL;C.E.I.P MARINA PINEDA -C/ AVDA. DE LAS CIUDADES, 33
39075006;39;75;6;ES1580A;CCAA Cantabria;SANTANDER CENTRO;01/12/1998;;-3.80861;43.46056;9;CANTABRIA;CANTABRIA;SANTANDER;TRAFICO;URBANA;REGIONAL;RF;RESIDENCIAL;C/ DEL DEPÓSITO
