Nombre;Longitud;Latitud;Fecha;SO2;NO;NO2;PM10;O3
PALENCIA 3;-4.53833;42.01944;2014-12-06;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
PALENCIA 3;-4.53833;42.01944;2014-12-07;5. MUY BAJO;5. MUY BAJO;4. BAJO;5. MUY BAJO;4. BAJO
PALENCIA 3;-4.53833;42.01944;2014-12-08;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO;5. MUY BAJO
PALENCIA 3;-4.53833;42.01944;2014-12-09;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO;4. BAJO
PALENCIA 3;-4.53833;42.01944;2014-12-10;5. MUY BAJO;3. MEDIO;3. MEDIO;4. BAJO;5. MUY BAJO
PALENCIA 3;-4.53833;42.01944;2014-12-11;5. MUY BAJO;3. MEDIO;3. MEDIO;3. MEDIO;5. MUY BAJO
PALENCIA 3;-4.53833;42.01944;2014-12-12;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO;5. MUY BAJO
PALENCIA 3;-4.53833;42.01944;2014-12-13;5. MUY BAJO;5. MUY BAJO;4. BAJO;5. MUY BAJO;4. BAJO
PALENCIA 3;-4.53833;42.01944;2014-12-14;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
PALENCIA 3;-4.53833;42.01944;2014-12-15;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
PALENCIA 3;-4.53833;42.01944;2014-12-16;5. MUY BAJO;5. MUY BAJO;4. BAJO;5. MUY BAJO;5. MUY BAJO
PALENCIA 3;-4.53833;42.01944;2014-12-17;5. MUY BAJO;2. ALTO;3. MEDIO;3. MEDIO;5. MUY BAJO
PALENCIA 3;-4.53833;42.01944;2014-12-18;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO;5. MUY BAJO
PALENCIA 3;-4.53833;42.01944;2014-12-19;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
PALENCIA 3;-4.53833;42.01944;2014-12-20;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
PALENCIA 3;-4.53833;42.01944;2014-12-21;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO
PALENCIA 3;-4.53833;42.01944;2014-12-22;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO
PALENCIA 3;-4.53833;42.01944;2014-12-23;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO
PALENCIA 3;-4.53833;42.01944;2014-12-24;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO;5. MUY BAJO
PALENCIA 3;-4.53833;42.01944;2014-12-25;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO
PALENCIA 3;-4.53833;42.01944;2014-12-26;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
PALENCIA 3;-4.53833;42.01944;2014-12-27;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
PALENCIA 3;-4.53833;42.01944;2014-12-28;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-12-29;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-12-30;5. MUY BAJO;5. MUY BAJO;4. BAJO;5. MUY BAJO;4. BAJO
PALENCIA 3;-4.53833;42.01944;2014-12-31;5. MUY BAJO;3. MEDIO;3. MEDIO;4. BAJO;5. MUY BAJO
